code	name	TF	ligand
P35318	ADM	False	True
P49715	CEBPA	True	False
P24385	CCND1	False	False
Q16352	INA	False	False
Q12982	BNIP2	False	False
P46736	BRCC3	False	False
P51671	CCL11	False	True
P33076	CIITA	False	False
Q6UUV7	CRTC3	False	False
Q16630	CPSF6	False	False
O43889	CREB3	False	False
P42684	ABL2	False	False
O43918	AIRE	False	False
O75077	ADAM23	False	False
Q92888	ARHGEF1	False	False
P09919	CSF3	False	True
Q07820	MCL1	False	False
P07196	NEFL	False	False
Q8WWR8	NEU4	False	False
P30048	PRDX3	False	False
P18031	PTPN1	False	False
P23467	PTPRB	False	False
P20338	RAB4A	False	False
P46060	RANGAP1	False	False
P10114	RAP2A	False	False
P20936	RASA1	False	False
Q01196	RUNX1	True	False
Q16637	SMN1/SMN2	False	False
Q9Y3P9	RABGAP1	False	False
P10826	RARB	False	False
Q9H2L5	RASSF4	False	False
Q9NS91	RAD18	False	False
O60216	RAD21	False	False
O75943	RAD17	False	False
P15927	RPA2	False	False
P84095	RHOG	False	False
Q9BQY4	RHOXF2	False	False
P49023	PXN	False	False
P27986	PIK3R1	False	False
O15055	PER2	False	False
P49593	PPM1F	False	False
P26045	PTPN3	False	False
P23468	PTPRD	False	False
O76081	RGS20	False	False
Q16288	NTRK3	False	False
Q3KRB8	ARHGAP11B	False	False
Q15256	PTPRR	False	False
Q99638	RAD9A	False	False
Q93062	RBPMS	False	False
P27694	RPA1	False	False
Q52LW3	ARHGAP29	False	False
Q8IUD6	RNF135	False	False
P09234	SNRPC	False	False
P41143	OPRD1	False	False
P23759	PAX7	False	False
Q15116	PDCD1	False	False
P19174	PLCG1	False	False
P04201	MAS1	False	False
P49959	MRE11	False	False
P48039	MTNR1A	False	False
O43312	MTSS1	False	False
P16333	NCK1	False	False
P48454	PPP3CC	False	False
P10451	SPP1	False	True
Q96A54	ADIPOR1	False	False
Q99570	PIK3R4	False	False
P29590	PML	False	False
P62136	PPP1CA	False	False
Q9NP31	SH2D2A	False	False
Q7Z6J0	SH3RF1	False	False
Q04864	REL	True	False
Q9Y272	RASD1	False	False
P04843	RPN1	False	False
