	sig_id	A375	A549	HA1E	HCC515	HEKTE	HEPG2	HT29	JURKAT	MCF7	PC3	SHSY5Y	SW480	VCAP
254	KDA008_HA1E_96H:TRCN0000279826:-666	0	0	1	0	0	0	0	0	0	0	0	0	0
255	KDA008_HCC515_96H:TRCN0000272514:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
256	KDA008_HEPG2_96H:TRCN0000001829:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
257	KDA008_HEPG2_96H:TRCN0000006373:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
258	KDA008_HEPG2_96H:TRCN0000010291:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
259	KDA008_HEPG2_96H:TRCN0000047700:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
260	KDA008_HEPG2_96H:TRCN0000047710:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
261	KDA008_HEPG2_96H:TRCN0000052434:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
262	KDA008_HEPG2_96H:TRCN0000256866:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
263	KDA008_HEPG2_96H:TRCN0000272578:-666	0	0	0	0	0	1	0	0	0	0	0	0	0
