	source	interaction	target
8761	BCL3	1	HDAC3
8762	CAST	-1	CAPN1
8763	TACR2	1	GNAQ
8764	S1PR1	1	GNAO1
8765	S1PR1	1	GNAZ
8766	CNR1	1	HCRTR1
8767	CNR1	1	GNAI1
8768	SYT1	1	SNAP25
8769	FGFR2	1	FRS2
8770	ERBB3	1	PIK3CD
8771	ERBB3	1	PIK3CA
8772	ERBB3	1	PIK3CB
8773	ERBB3	1	PIK3CG
8774	DRD5	1	GNAZ
8775	DRD5	1	GNAL
8776	DRD5	1	GNAS
8777	NME2	1	KCNN4
8778	PTPRG	1	PXN
8779	FGFR4	1	STAT1
8780	FGFR3	1	STAT3
8781	FGFR3	1	STAT1
8782	PRKACG	1	NOS3
8783	PRKACG	1	MYBPC3
8784	PRKACG	-1	TENT2
8785	CBL	-1	SORBS2
8786	CBL	-1	KIT
8787	CBL	-1	FLT3
8788	PRKACB	1	NGFR
8789	PRKACB	1	BAD
8790	KEL	1	EDN3
8791	RPS6KB1	-1	URI1
8792	RPS6KB1	-1	HSPB1
8793	RPS6KB1	1	GLI1
8794	RPS6KB1	1	EIF4B
8795	EIF4B	1	RPS6KB1
8796	RPS6KB1	-1	MRE11
8797	RPS6KB1	-1	MXD1
8798	RPS6KB1	-1	PDCD4
8799	PTPRG	-1	JAK2
8800	JAK1	1	IRF9_STAT1_STAT2
8801	PTPRB	1	MAPK3
8802	PTPRB	-1	KDR
8803	PTPRE	-1	KCNB1
8804	PTPRG	1	DOK2
8805	PTPRG	-1	DAB1
8806	PTPRG	-1	ABL1
8807	PTPRG	1	EGFR
8808	PTPRG	1	ERBB2
8809	PTPRG	-1	ITGB1
8810	PTPRG	-1	MET
8811	PTPRG	-1	SRC
8812	PTPRG	-1	VCL
8813	PTPRG	-1	CDK2
8814	PTPRG	1	STAT3
8815	PTPRG	1	STAT5A
8816	PTPRG	-1	BMX
8817	PTPRG	1	STAT2
8818	PTPRG	1	PTK2
8819	PTPRG	-1	BTK
8820	PTPRG	1	GRIN2B
8821	PTPRG	-1	CTTN
8822	PTPRG	1	BLNK
8823	PTPRZ1	-1	ARHGAP35
8824	NFYA	1	SP1
8825	OMG	1	LINGO1
8826	EIF4B	1	EIF4A1
8827	PAX3	1	MEOX1
8828	PAX3	1	MEOX2
8829	GATA2	-1	SPI1
8830	CMA1	1	EDN1
8831	CMA1	1	EDN3
8832	HDAC3	-1	CCND1
8833	CCND1	1	HDAC3
8834	IL4R	1	JAK2
8835	IL4R	1	IRS1
8836	IL4R	1	STAT5A
8837	IL4R	1	IRS2
8838	NR2F2	-1	MYOD1
8839	EDNRB	1	GNAI3
8840	EDNRB	1	GNAO1
8841	EDNRB	1	GNAQ
8842	ACP1	-1	PDGFRB
8843	ACP1	1	SRC
8844	ACP1	-1	AKT2
8845	ACP1	-1	AKT3
8846	PRKCH	1	ANXA1
8847	PRKCH	1	MAPK1
8848	PRKCH	-1	NOS3
8849	TNC	1	ITGA8_ITGB1
8850	TNC	1	ITGA9_ITGB1
8851	CDK2	-1	TP73
8852	CDK2	1	MCM3AP
8853	CDK2	1	ESR1
8854	TP53	1	CDK2
8855	CDK2	1	TP53
8856	PGR	1	CDK2
8857	CDK2	1	PGR
8858	CDK2	1	SP1
8859	CDK2	-1	PTHLH
8860	CDK2	-1	MYOD1
8861	CDK2	-1	HMGA1
8862	CDK2	1	UBTF
8863	CDK2	1	CEBPB
8864	LIG1	1	CDK2
8865	CDK2	1	LIG1
8866	CDK2	1	CCNA2
8867	CDK2	-1	GRK2
8868	CDK2	1	MCM3
8869	CDK2	1	DNMT1
8870	CDK2	1	CDKN1B
8871	CDKN1B	-1	CDK2
8872	CDK2	1	UBE2A
8873	CDK2	1	MCM2
8874	CDK2	1	CDK7
8875	CDK7	1	CDK2
8876	CDK2	1	HIRA
8877	CDK2	1	CDKN2D
8878	CDK2	-1	PPP1CA
8879	CDK2	1	FOXK2
8880	CDK2	-1	ID2
8881	CDK2	-1	ID3
8882	CDK2	-1	PRDX1
8883	CDK2	1	FOXM1
8884	CDK2	1	SKP2
8885	SKP2	-1	CDK2
8886	CDK2	1	ORC2
8887	CDK2	1	NPAT
8888	CDK2	1	EZH2
8889	CDK2	1	CDX2
8890	CDK2	1	RBBP8
8891	CDK2	-1	TP63
8892	CDK2	-1	TPX2
8893	HRH2	1	GNAS
8894	GRK2	-1	ADRA2A
8895	GRK2	1	EZR
8896	GRK2	1	PDE6G
8897	GRK2	1	CXCR2
8898	GRK2	-1	BDKRB2
8899	GRK2	-1	SNCA
8900	GRK2	-1	OPRD1
8901	GRK2	-1	MAPK14
8902	ADRA1D	1	GNAQ
8903	EDNRA	1	GNA14
8904	EDNRA	1	GNAL
8905	EDNRA	1	GNAQ
8906	EDNRA	1	GNAS
8907	CTSS	-1	BGLAP
8908	F2R	1	GNA14
8909	F2R	1	GNA15
8910	F2R	1	GNA12
8911	FAS	1	MAP3K5
8912	YY1	-1	NOTCH1
8913	LMO2	1	TAL1
8914	PTPN3	-1	VCP
8915	HMGB2	1	POU2F1
8916	HMGB2	1	POU3F1
8917	MST1	1	H2BC3
8918	MST1	1	STK4
8919	ACVR2A	1	ACVR1B
8920	ACVR2A	1	ACVR1
8921	STOM	-1	SLC2A1
8922	APBB1	1	MAPK3
8923	MAPK3	1	SYN3
8924	MAPK3	-1	FOXO3
8925	MAPK3	1	MITF
8926	MAPK3	-1	NFATC1
8927	MAPK3	1	EGFR
8928	MAPK3	-1	MBP
8929	MAPK3	-1	NR3C1
8930	MAPK3	-1	PGR
8931	MAPK3	1	TH
8932	MAPK3	1	ALOX5
8933	MAPK3	-1	MYB
8934	MAPK3	-1	THRB
8935	MAPK3	1	ATF2
8936	MAPK3	1	JUND
8937	MAPK3	1	CAPN2
8938	MAPK3	1	RXRA
8939	MAPK3	1	RPS3
8940	MAPK3	1	RPS6KB1
8941	MAPK3	1	PML
8942	MAPK3	1	GRK2
8943	MAPK3	1	CAD
8944	MAPK3	1	CIITA
8945	MAPK3	1	NOS2
8946	MAPK3	-1	IRS1
8947	MAPK3	1	SREBF1
8948	MAPK3	-1	PPARG
8949	MAPK3	-1	BCL6
8950	MAPK3	-1	ETV6
8951	MAPK3	-1	LIFR
8952	MAPK3	1	MAGEA11
8953	MAPK3	-1	CDKN1B
8954	MAPK3	1	PLA2G4A
8955	MAPK3	-1	AMPH
8956	MAPK3	-1	PCYT1A
8957	MAPK3	-1	CEBPA
8958	MAPK3	-1	GSK3B
8959	MAPK3	-1	SCNN1B
8960	MAPK3	1	RCAN1
8961	MAPK3	-1	CASP9
8962	MAPK3	1	MAZ
8963	MAPK3	-1	HNRNPK
8964	MAPK3	1	GTF2I
8965	MAPK3	1	ADAM17
8966	MAPK3	1	H3-3A
8967	MAPK3	1	HSF1
8968	MAPK3	1	SP3
8969	MAPK3	1	LIPE
8970	MAPK3	-1	CALD1
8971	MAPK3	1	MCL1
8972	MAPK3	-1	KLC1
8973	MAPK3	-1	PDE4D
8974	MAPK3	1	SREBF2
8975	MAPK3	-1	EPS8
8976	MAPK3	1	GAB1
8977	MAPK3	1	SMAD4
8978	MAPK3	1	CTTN
8979	MAPK3	-1	CASP8
8980	MAPK3	1	NFATC4
8981	MAPK3	1	KARS1
8982	MAPK3	1	PTPRR
8983	PTPRR	-1	MAPK3
8984	MAPK3	1	TWIST1
8985	MAPK3	-1	STK11
8986	MAPK3	1	IRX2
8987	MAPK3	-1	NOXA1
8988	MAPK3	1	ABI1
8989	MAPK3	1	RPTOR
8990	MAPK3	-1	BAD
8991	MAPK3	1	ARHGEF2
8992	MAPK3	-1	STMN2
8993	MAPK3	-1	MRTFA
8994	MAPK3	-1	CIC
8995	MAPK3	-1	SULT4A1
8996	MAPK3	1	PLCB1
8997	MAPK3	1	SPHK2
8998	MAPK3	1	SPHK1
8999	MAPK3	1	RRN3
9000	MAPK3	1	NCKIPSD
9001	MAPK3	1	HDAC6
9002	MAPK3	1	BAZ1B
9003	MAPK3	1	HSPB8
9004	MAPK3	1	GAB2
9005	ARNT	1	HIF1A
9006	RPL10	-1	YES1
9007	PIK3R1	1	PIK3CD
9008	PIK3R1	1	PIK3CA
9009	PIK3R1	1	PIK3CB
9010	PIK3R1	1	PIK3CG
9011	MAPK1	-1	MCRIP1
9012	HTR2A	1	GNA14
9013	HTR2A	1	GNAI1
9014	LOX	1	EFEMP2
9015	MAPK1	1	PARP1
9016	HTR2C	1	GNA14
9017	HTR2C	1	GNA15
9018	MSX1	-1	TBP
9019	MSX1	-1	DLX2
9020	DLX2	-1	MSX1
9021	MAPK1	1	APBB1
9022	MAPK1	1	PITPNM1
9023	MAPK1	-1	JAK2
9024	MAPK1	1	MITF
9025	MAPK1	1	LRP6
9026	EGFR	1	MAPK1
9027	MAPK1	1	EGFR
9028	MAPK1	1	MYC
9029	MAPK1	-1	MBP
9030	MAPK1	-1	NR3C1
9031	MAPK1	-1	ATP1A1
9032	MAPK1	1	ALOX5
9033	MAPK1	1	AR
9034	MAPK1	1	BCL2
9035	MAPK1	1	TPR
9036	MAPK1	1	NCF1
9037	MAPK1	-1	GJA1
9038	MAPK1	1	JUND
9039	MAPK1	-1	TNFRSF1A
9040	MAPK1	-1	TFEB
9041	MAPK1	1	EIF2AK2
9042	MAPK1	1	SLC9A1
9043	MAPK1	1	RXRA
9044	MAPK1	1	NR4A1
9045	MAPK1	-1	POLR2A
9046	MAPK1	1	PTPN7
9047	PTPN7	-1	MAPK1
9048	MAPK1	1	CDK2
9049	MAPK1	1	ZFP36
9050	MAPK1	1	CAD
9051	MAPK1	1	PRDX6
9052	MAPK1	1	CIITA
9053	MAPK1	-1	RORA
9054	MAPK1	-1	IRS1
9055	IRS1	1	MAPK1
9056	MAPK1	1	SREBF1
9057	MAPK1	-1	PPARG
9058	MAPK1	1	TAGLN2
9059	MAPK1	1	BCL6
9060	MAPK1	1	STAT5A
9061	MAPK1	-1	LIFR
9062	MAPK1	-1	TOB1
9063	MAPK1	1	NR4A2
9064	MAPK1	1	IER3
9065	IER3	1	MAPK1
9066	MAPK1	1	PLA2G4A
9067	MAPK1	-1	AMPH
9068	MAPK1	-1	PCYT1A
9069	MAPK1	-1	CEBPA
9070	MAPK1	1	RGS19
9071	MAPK1	-1	TSC2
9072	MAPK1	1	GSK3B
9073	MAPK1	1	ERF
9074	MAPK1	-1	SCNN1B
9075	MAPK1	1	RCAN1
9076	MAPK1	1	CSNK2A1
9077	MAPK1	1	GTF2I
9078	MAPK1	1	H3-3A
9079	MAPK1	1	KHDRBS1
9080	MAPK1	-1	POU5F1
9081	MAPK1	1	SP3
9082	MAPK1	1	LIPE
9083	MAPK1	1	CALD1
9084	MAPK1	1	PPARA
9085	MAPK1	-1	PDE4C
9086	MAPK1	1	EP300
9087	MAPK1	1	PAK1
9088	PAK1	1	MAPK1
9089	MAPK1	1	NR5A1
9090	MAPK1	1	SMAD4
9091	MAPK1	1	STIM1
9092	MAPK1	1	TP53BP2
9093	MAPK1	1	CTTN
9094	MAPK1	-1	ESPL1
9095	MAPK1	1	NCOA6
9096	MAPK1	-1	CASP8
9097	MAPK1	1	NFATC4
9098	MAPK1	1	PTPRR
9099	PTPRR	-1	MAPK1
9100	MAPK1	1	MED1
9101	MAPK1	1	TWIST1
9102	MAPK1	-1	STK11
9103	MAPK1	1	CEP55
9104	MAPK1	-1	NOXA1
9105	MAPK1	1	AEBP1
9106	MAPK1	1	MAFA
9107	MAPK1	-1	TSC1
9108	MAPK1	-1	BAD
9109	MAPK1	1	ARHGEF2
9110	MAPK1	-1	DAZAP1
9111	MAPK1	1	BMF
9112	MAPK1	1	NOX5
9113	MAPK1	-1	CIC
9114	MAPK1	1	PPP1R9B
9115	MAPK1	-1	GORASP1
9116	MAPK1	1	MKNK1
9117	MAPK1	1	IRX2
9118	MAPK1	1	GORASP2
9119	MAPK1	1	MKNK2
9120	MAPK1	1	PLCB1
9121	MAPK1	1	NDE1
9122	MAPK1	1	SPHK1
9123	MAPK1	-1	NUP50
9124	MAPK1	1	EXOC7
9125	MAPK1	1	GAB2
9126	DUSP1	-1	MAPK9
9127	ERCC5	1	ERCC2
9128	GRN	-1	TNFRSF1A
9129	PCSK1	1	IAPP
9130	ADORA2A	1	GNAL
9131	ADORA2B	1	GNAS
9132	EPHA2	-1	CLDN4
9133	EPHB2	-1	ARHGEF15
9134	EPHB2	-1	RRAS
9135	EPHB2	1	NRCAM
9136	PTPN6	-1	NFAT5
9137	PTPN6	1	EGFR
9138	PTPN6	-1	IL2RB
9139	PTPN6	-1	CD72
9140	PTPN6	1	STAT3
9141	PTPN6	-1	SYK
9142	SYK	-1	PTPN6
9143	PTPN6	-1	ACTG1
9144	PTPN6	1	CASP8
9145	TACR3	1	GNA14
9146	TACR3	1	GNAQ
9147	IL12A	1	IL12B
9148	CASP1	1	PSEN1
9149	TYK2	1	DUSP3
9150	TYK2	1	IRF9_STAT1_STAT2
9151	GCHFR	-1	GCH1
9152	PPP2R1A	1	PPP2CB
9153	PPP2R1A	1	PPP2CA
9154	PPP2R1A	1	SGO1
9155	PPP2R1B	1	PPP2CA
9156	CDC25A	-1	RAF1
9157	CDC25A	-1	MAPK3
9158	BDKRB2	1	GNA14
9159	BDKRB2	1	GNA15
9160	BDKRB2	1	GNAQ
9161	AVPR2	1	GNAS
9162	ADORA1	1	GNAO1
9163	ADORA1	1	GNAZ
9164	GRPR	1	GNA14
9165	GRPR	1	GNAQ
9166	AGTR1	1	GNA14
9167	AGTR1	1	GNA15
9168	OXTR	1	GNA14
9169	OXTR	1	GNAQ
9170	CLIP1	1	DCTN1
9171	SSTR2	1	GNAI1
9172	GNRHR	1	GNAQ
9173	HOXA9	1	MEIS1
9174	HOXD11	1	MEIS1
9175	TLX1	-1	PPP2CB
9176	TLX1	-1	PPP2CA
9177	PRKAR1B	-1	PRKACA
9178	PRKAR1B	-1	PRKACB
9179	PRKAR2B	-1	PRKACB
9180	SDC4	1	RAC1
9181	AKT1	1	FOXO6
9182	AKT1	1	SH2B2
9183	AKT1	1	CHEK1
9184	AKT1	1	MDM4
9185	AKT1	-1	CFLAR
9186	AKT1	-1	HTRA2
9187	AKT1	-1	BCL2L11
9188	AKT1	-1	TAL1
9189	AKT1	1	PFKFB2
9190	AKT1	-1	NCOR1
9191	ESR1	1	AKT1
9192	AKT1	1	ESR1
9193	AKT1	1	NR3C1
9194	AKT1	1	ITGB3
9195	AKT1	-1	ADRB2
9196	AKT1	1	VIM
9197	AKT1	1	HMOX1
9198	AKT1	-1	HNRNPA1
9199	AKT1	1	AR
9200	AKT1	1	RARA
9201	AKT1	1	IMPDH2
9202	AKT1	-1	SKI
9203	AKT1	1	NCF1
9204	AKT1	1	GATA1
9205	AKT1	1	S1PR1
9206	AKT1	1	RPS3
9207	AKT1	1	EIF4B
9208	AKT1	-1	GATA2
9209	AKT1	1	CDK2
9210	AKT1	1	DNMT1
9211	AKT1	-1	PLN
9212	AKT1	1	TKT
9213	AKT1	1	BMI1
9214	AKT1	1	LONP1
9215	AKT1	1	BRCA1
9216	BRCA1	-1	AKT1
9217	AKT1	-1	MAP2K4
9218	AKT1	-1	YAP1
9219	AKT1	1	CLK2
9220	AKT1	-1	CDKN1C
9221	AKT1	-1	IRAK1
9222	AKT1	1	HK2
9223	AKT1	1	TTC3
9224	TTC3	-1	AKT1
9225	AKT1	1	ATXN1
9226	AKT1	1	USP14
9227	AKT1	1	VCP
9228	AKT1	1	RAC1
9229	RAC1	1	AKT1
9230	AKT1	1	YWHAZ
9231	AKT1	1	SRPK2
9232	AKT1	1	H3-3A
9233	AKT1	1	XIAP
9234	AKT1	1	POU5F1
9235	AKT1	-1	BAX
9236	AKT1	1	ILF3
9237	AKT1	-1	STK4
9238	AKT1	-1	PRKAA1
9239	AKT1	-1	STK3
9240	AKT1	1	PDE3B
9241	AKT1	1	PEA15
9242	AKT1	1	TWIST1
9243	AKT1	-1	EZH2
9244	AKT1	-1	ZYX
9245	AKT1	1	MAP3K11
9246	AKT1	1	UBE2S
9247	AKT1	-1	GAB2
9248	GAB2	1	AKT1
9249	AKT1	1	PFKFB3
9250	AKT1	-1	PDCD4
9251	AKT1	-1	DAB2IP
9252	AKT1	-1	TENT2
9253	AKT1	-1	SH3RF1
9254	AKT1	1	ALYREF
9255	AKT1	-1	PPARGC1A
9256	AKT1	-1	KHSRP
9257	AKT1	1	SCYL1
9258	AKT1	1	TP53RK
9259	AKT1	1	AGAP2
9260	AKT1	-1	PHB2
9261	AKT1	-1	MAP3K5
9262	AKT1	-1	PHF20
9263	AKT1	-1	CDCA7
9264	AKT1	1	WNK1
9265	AKT1	-1	METTL1
9266	AKT1	1	PIKFYVE
9267	AKT1	-1	RNF11
9268	AKT1	1	TSC1_TSC2
9269	AKT1	1	CHUK_IKBKB_IKBKG
9270	AKT2	1	CHUK
9271	AKT2	-1	HTRA2
9272	AKT2	-1	STK3
9273	AKT2	-1	FOXO3
9274	AKT2	1	ESR1
9275	AKT2	-1	HSPB1
9276	AKT2	-1	BRAF
9277	AKT2	1	EZR
9278	AKT2	1	CREB1
9279	AKT2	-1	PTPN1
9280	AKT2	1	NOS3
9281	AKT2	1	CTNNB1
9282	AKT2	1	BMI1
9283	AKT2	-1	CDKN1B
9284	AKT2	-1	TSC2
9285	AKT2	-1	FOXO1
9286	AKT2	-1	GSK3B
9287	AKT2	1	CASP9
9288	AKT2	1	XIAP
9289	AKT2	-1	FOXO4
9290	AKT2	1	MDM2
9291	AKT2	1	POU5F1
9292	AKT2	1	EP300
9293	AKT2	-1	STK4
9294	AKT2	-1	PCBP1
9295	AKT2	-1	STXBP4
9296	AKT2	-1	SH3RF1
9297	AKT2	1	BAD
9298	AKT2	-1	MAP3K5
9299	AKT2	1	ANKRD2
9300	AKT2	-1	PPARGC1A
9301	AKT2	1	MYO5A
9302	AKT2	1	TSC1_TSC2
9303	AKT2	1	CHUK_IKBKB_IKBKG
9304	RYK	1	FZD8
9305	STIP1	-1	HSP90AA1
9306	STIP1	-1	HSP90AB1
9307	ARRB2	-1	ADRB2
9308	ARRB2	-1	ADRB1
9309	CCKAR	1	GNA14
9310	CCKAR	1	GNA15
9311	CCKAR	1	GNAQ
9312	CCKBR	1	GNA14
9313	CCKBR	1	GNA15
9314	CCKBR	1	GNAQ
9315	GRK4	-1	BDKRB2
9316	SSTR3	1	GNAI1
9317	GTF2H1	-1	E2F1
9318	ICAM3	1	ITGAD_ITGB2
9319	CIITA	1	RFX5
9320	RFX5	1	CIITA
9321	CDH5	1	CTNNB1
9322	TTK	-1	ABL1
9323	TTK	1	HSPA9
9324	NTF4	1	NTRK1
9325	NTF4	1	NTRK2
9326	GRK5	1	LRP6
9327	GRK5	-1	TP53
9328	GRK5	1	ADRB2
9329	GRK5	-1	BDKRB2
9330	GRK5	1	SNCA
9331	GRK5	1	ST13
9332	GRK5	-1	SNCB
9333	HTR7	1	GNAL
9334	HTR7	1	GNAS
9335	PTGER1	1	GNA14
9336	PTGER1	1	GNAQ
9337	PTGER1	1	GNAS
9338	PRSS3	1	F2RL1
9339	CTNNA1	-1	YAP1
9340	CTNNB1	-1	PPARG
9341	CTNNB1	1	POU5F1
9342	CTNNB1	1	TRRAP
9343	PCGF2	-1	HSF2
9344	NF2	1	LATS1
9345	NF2	1	LATS2
9346	ADRA1A	1	GNA14
9347	HRH1	1	GNA14
9348	HRH1	1	GNAQ
9349	ADRA1B	1	GNA14
9350	ADRA1B	1	GNAQ
9351	OPRM1	1	GNAI1
9352	THBS2	1	CD47
9353	HOXD12	1	MEIS1
9354	HOXD12	-1	MAFG
9355	HOXD12	-1	MAFF
9356	HOXD13	1	MEIS1
9357	DRD3	1	GNAI1
9358	MSX2	-1	DLX5
9359	DLX5	-1	MSX2
9360	MSX2	1	SPEN
9361	FBN1	-1	FBLN5
9362	IRS1	1	PIK3R1
9363	IRS1	1	PIK3CB
9364	TIMP3	-1	MMP14
9365	GRK3	-1	BDKRB2
9366	GRK3	-1	OPRM1
9367	GRK3	1	CCR5
9368	FUS	1	MATR3
9369	HNF1B	1	ATF1
9370	PPM1A	-1	IKBKB
9371	PPM1A	1	PIK3R1
9372	PPM1A	-1	CDK9
9373	PPM1A	-1	PAK1
9374	PPM1A	-1	MAPK14
9375	FLT4	-1	RPS6KA3
9376	KDR	1	PIK3R1
9377	KDR	1	GRB2
9378	KDR	1	PTK2
9379	TRIM23	1	TBK1
9380	MAP2K2	-1	CASP9
9381	PPP1CC	-1	AXIN1
9382	ZFYVE9	-1	TGFBR2
9383	TGFBR2	1	ZFYVE9
9384	PPP1CC	-1	TP53
9385	PPP1CC	1	EIF2S1
9386	PPP1CC	1	NOS3
9387	PPP1CC	-1	AKT1
9388	PPP1CC	1	CASP2
9389	PPP1CC	1	MDM2
9390	PPP1CC	1	IKZF1
9391	FLT3	1	SHC1
9392	FLT3	1	CTNNB1
9393	FLT3	1	STAT5A
9394	FLT3	1	GRB2
9395	BMPR1A	1	FAM83G
9396	BMPR1A	1	SMAD9
9397	BMPR1A	1	BMPR2
9398	BMPR2	1	BMPR1A
9399	BMPR1A	1	SMAD1
9400	BMPR1A	1	SMAD5
9401	TGFBR1	1	SPTBN1
9402	ACVR1B	1	TDP2
9403	TGFBR1	1	PIK3R2
9404	TGFBR1	1	PIK3R1
9405	TGFBR1	1	RHOA
9406	TGFBR1	-1	EEF1A1
9407	LTBR	1	TRAF2
9408	TGFBR2	1	PIK3R2
9409	RIPK1	1	TAB2
9410	TGFBR2	1	PIK3R1
9411	TGFBR2	1	VPS39
9412	TGFBR2	1	PARD6A
9413	PPARG	-1	HDAC1
9414	AVPR1A	1	GNAQ
9415	SNCA	-1	VAMP2
9416	BRCA1	1	FANCD2
9417	GNAL	1	ADCY5
9418	GNAL	1	ADCY1
9419	GGCX	1	F2
9420	GGCX	1	F9
9421	GDNF	1	NCAM1
9422	GGCX	1	F7
9423	CDKN1A	-1	CDK4
9424	CDKN1A	-1	CCNB1
9425	CDKN1A	-1	CDK3
9426	CDKN1A	-1	CDK6
9427	CDK6	-1	CDKN1A
9428	CDKN1A	-1	CCNE2_CDK2
9429	CDKN1A	-1	CCNB1_CDK1
9430	MMP12	-1	F12
9431	GDNF	1	GFRA2
9432	GDNF	1	GFRA1
9433	IL6ST	1	SHC1
9434	VHL	-1	CARD9
9435	PBX1	1	HOXB1
9436	USP8	1	EGFR
9437	USP8	1	STAM
9438	ID1	-1	MYOD1
9439	ID1	-1	TCF4
9440	TCF3	1	ID1
9441	ID1	-1	TCF3
9442	ID1	-1	TCF12
9443	OPRD1	1	GNAI1
9444	OPRL1	1	GNA14
9445	WNT5A	1	LRP6
9446	WNT5A	1	RYK
9447	WNT5A	1	FZD3
9448	PPP1R2	-1	PPP1CA
9449	LYN	1	CSK
9450	CSK	1	LYN
9451	CSK	1	PTPRC
9452	CSK	1	FGR
9453	PECAM1	1	CSK
9454	CSK	1	PECAM1
9455	MAP3K8	1	PLK1
9456	HTR2B	1	GNA14
9457	HTR2B	1	GNAQ
9458	PRKCI	1	EZR
9459	PRKCI	1	LLGL1
9460	PRKCI	1	LLGL2
9461	PRKCI	1	ECT2
9462	ASIP	1	ATRN
9463	ASIP	-1	MC1R
9464	STAT1	1	IRF2
9465	STAT6	-1	STAT1
9466	STAT5A	1	FOXP3
9467	PIK3CA	1	TPM1
9468	PIK3CA	1	BTK
9469	MTOR	1	SGK1
9470	MTOR	-1	TFEB
9471	MTOR	-1	IRS1
9472	MTOR	-1	MAF1
9473	MTOR	1	STAT3
9474	MTOR	1	GRB10
9475	MTOR	1	NRBF2
9476	MTOR	1	ISCU
9477	CASP3	1	DFFB
9478	CASP3	1	NFKBIA
9479	AKT1	1	CASP3
9480	CASP3	-1	AKT1
9481	CASP3	-1	BRCA1
9482	CASP3	1	PSEN1
9483	CASP3	1	PSEN2
9484	CASP3	1	STK4
9485	CASP3	1	GRIPAP1
9486	CASP3	1	BAD
9487	MATK	-1	LYN
9488	TEC	1	BMX
9489	TEC	-1	BTK
9490	BTK	1	TEC
9491	TXK	1	CTLA4
9492	ABL2	-1	PSMA7
9493	ABL2	1	CEBPB
9494	ABL2	1	LGALS3
9495	ABL2	1	CRK
9496	CRK	1	ABL2
9497	CDKN2B	-1	CDK4
9498	GDF5	1	BMPR1B
9499	PAFAH1B1	1	CLIP1
9500	PAFAH1B1	1	DYNC1H1
9501	PAFAH1B1	1	NDEL1
9502	PTGFR	1	GNA14
9503	PTGFR	1	GNAQ
9504	PTGIR	1	GNAQ
9505	PTGIR	1	GNAS
9506	GRK6	-1	BDKRB2
9507	GRK6	-1	LTB4R
9508	PTPN9	-1	GHR
9509	PTPN9	-1	NSF
9510	ZAP70	1	MUC1
9511	ZAP70	1	SHC1
9512	ZAP70	1	DUSP3
9513	MAPK8	1	CDKN1A
9514	ZAP70	1	DBNL
9515	ZAP70	1	SH2B3
9516	SYK	1	SLC4A1
9517	SYK	-1	LCK
9518	SYK	-1	MAPT
9519	FCGR2A	1	SYK
9520	SYK	1	FCGR2A
9521	PRKCA	1	SYK
9522	SYK	1	PRKCA
9523	SHC1	1	SYK
9524	SYK	1	SHC1
9525	SYK	1	FCGR2C
9526	SYK	1	SNCA
9527	SYK	1	TUBA4A
9528	SYK	1	IL15RA
9529	SYK	1	IKZF1
9530	SYK	1	MAP4K1
9531	MMP13	-1	F12
9532	MMP13	-1	COL2A1
9533	CBX5	1	H3C8
9534	CBX5	1	H3-3A
9535	H3-3A	1	CBX5
9536	CBX5	1	H3-4
9537	MAPK8	-1	LAT
9538	MAPK8	1	MYC
9539	NR3C1	-1	MAPK8
9540	MAPK8	1	NR3C1
9541	MAPK8	1	TP53
9542	APP	1	MAPK8
9543	MAPK8	1	APP
9544	MAPK8	1	KRT8
9545	MAPK8	-1	STMN1
9546	MAPK8	1	JUND
9547	MAPK8	1	RXRA
9548	MAPK8	-1	NR4A1
9549	MAPK8	-1	CDC25C
9550	MAPK8	1	AKT1
9551	MAPK8	-1	YWHAB
9552	MAPK8	-1	SFN
9553	MAPK8	-1	PPARG
9554	NCOA4	1	AR
9555	MAPK8	1	MAPK9
9556	MAPK8	1	PXN
9557	PXN	1	MAPK8
9558	MAPK8	-1	ATN1
9559	MAPK8	1	HNRNPK
9560	MAPK8	1	H3-3A
9561	MAPK8	1	FOXO4
9562	MAPK8	1	HSF1
9563	MAPK8	1	APLP2
9564	MAPK8	1	MCL1
9565	MAPK8	-1	AIMP1
9566	MAPK8	-1	NFATC3
9567	MAPK8	1	STK4
9568	MAPK8	-1	NFATC2
9569	MAPK8	1	IRF3
9570	MAPK8	1	TWIST1
9571	MAPK8	-1	PPM1J
9572	MAPK8	-1	RCSD1
9573	MAPK8	1	EIF4ENIF1
9574	MAPK9	1	PSEN1
9575	MAPK8	1	SIRT1
9576	MAPK8	1	PKMYT1
9577	MAPK9	1	ATF2
9578	MAPK9	-1	MFN2
9579	MAPK9	1	MYC
9580	MAPK9	1	TP53
9581	MAPK9	1	JUN
9582	MAPK9	1	H2AX
9583	MAPK9	-1	STMN1
9584	MAPK9	1	ELK1
9585	MAPK9	-1	RXRA
9586	MAPK9	-1	CDC25C
9587	MAPK9	-1	SFN
9588	MAPK9	1	IRS1
9589	MAPK9	1	STAT3
9590	MAPK9	-1	ELK3
9591	MAP2K4	-1	RXRA
9592	MAP2K4	1	MAPK14
9593	CRK	1	CBL
9594	CRK	1	PTK2
9595	PTK2	1	CRK
9596	CRK	1	MAP4K1
9597	CRK	1	MAP4K5
9598	CRKL	1	PIK3CB
9599	CRKL	1	MAP4K1
9600	CDKN1B	-1	CCNE2_CDK2
9601	BDKRB1	1	GNA14
9602	BDKRB1	1	GNA15
9603	IER3	-1	PPP2R5C
9604	MAP2K3	1	DYRK1B
9605	PRKAA2	1	PFKFB2
