	source	interaction	target
9606	YAP1	1	TEAD1
9607	YAP1	1	CTNNB1
9608	YAP1	-1	RUNX2
9609	YAP1	1	TEAD4
9610	YAP1	1	TEAD2
9611	YAP1	1	SMAD1
9612	YAP1	1	TEAD3
9613	HDAC4	-1	MEF2C
9614	CSN1S1	1	RELA
9615	AVPR1B	1	GNAQ
9616	MTNR1A	1	GNAI1
9617	LEPR	1	PTPN11
9618	PPP3CC	1	DNM1L
9619	PPP3CC	1	NFATC1
9620	CSNK1D	1	PRH2
9621	PPP3CC	-1	FLNA
9622	PPP3CC	1	KSR2
9623	PPP3CC	1	BAD
9624	CSNK1D	1	TP53
9625	CSNK1A1	1	MDM4
9626	CSNK1A1	-1	FOXO3
9627	CSNK1A1	-1	GLI2
9628	CSNK1A1	-1	GLI3
9629	CSNK1A1	1	LGALS3
9630	CSNK1A1	1	YWHAQ
9631	CSNK1A1	1	SNCA
9632	CSNK1A1	1	GSK3B
9633	CSNK1A1	1	FOXG1
9634	CSNK1A1	1	BID
9635	CSNK1A1	1	RHOB
9636	CSNK1A1	1	YWHAZ
9637	CSNK1A1	-1	FOXO4
9638	CSNK1A1	1	FOXO1
9639	CSNK1A1	-1	FADD
9640	CSNK1A1	-1	DEPTOR
9641	CSNK1A1	-1	CTPS2
9642	CSNK1D	-1	MAPT
9643	CSNK1D	1	GJA1
9644	CSNK1D	1	KIR3DL1
9645	CSNK1D	-1	YAP1
9646	CSNK1D	1	PSEN2
9647	CSNK1D	1	CDK5
9648	CSNK1D	-1	HIF1A
9649	CSNK1D	-1	ZNF322
9650	CSNK1D	1	UHRF1
9651	CSNK1D	-1	WWTR1
9652	CSNK1D	1	NCOA3
9653	PIK3CG	1	PDPK1
9654	PIK3CG	1	TPM2
9655	MASP1	1	C2
9656	MAPKAPK2	1	BAG2
9657	MASP1	1	C4A
9658	MASP1	1	C4B_2
9659	PXN	1	ILK
9660	MAPKAPK2	1	ARPC5
9661	MAPKAPK2	1	PIAS1
9662	MAPKAPK2	1	TH
9663	MAPKAPK2	1	ALOX5
9664	MAPKAPK2	1	SRF
9665	MAPKAPK2	1	TCF3
9666	MAPKAPK2	-1	PDE4A
9667	MAPKAPK2	1	LSP1
9668	MAPKAPK2	1	KRT20
9669	MAPKAPK2	1	ETV1
9670	MAPKAPK2	1	PLK1
9671	MAPKAPK2	1	LIMK1
9672	MAPKAPK2	1	YWHAZ
9673	MAPKAPK2	1	MDM2
9674	MAPKAPK2	-1	ZFP36L1
9675	MAPKAPK2	1	ELAVL1
9676	MAPKAPK2	-1	RCSD1
9677	MAPKAPK2	1	LPCAT2
9678	MAPKAPK2	1	AATF
9679	MAPKAPK2	1	AGO2
9680	MAPKAPK2	-1	UBE2J1
9681	MTNR1B	1	GNAI3
9682	CDK8	-1	SMAD1
9683	MTNR1B	1	GNAI1
9684	POU3F4	1	POU3F3
9685	POU3F4	1	POU3F2
9686	CDK8	1	CCNH
9687	CDK8	-1	SMAD3
9688	FNTA	1	HRAS
9689	FNTA	1	KRAS
9690	FNTB	1	HRAS
9691	FNTB	1	KRAS
9692	UBE2A	1	PCNA
9693	SIK1	-1	CRTC2
9694	CSNK1E	1	DVL2
9695	CSNK1E	1	PER2
9696	CSNK1E	1	AXIN1
9697	CSNK1E	1	PER1
9698	CSNK1E	-1	CTNND1
9699	CSNK1E	1	APC
9700	CSNK1E	1	CTNNB1
9701	CSNK1E	-1	YAP1
9702	CSNK1E	1	BID
9703	CSNK1E	-1	PER3
9704	CSNK1E	-1	EIF4EBP1
9705	CSNK1E	1	WWTR1
9706	TMED10	1	PSEN1
9707	NUMB	1	TP53
9708	NUMB	-1	GLI1
9709	NUMB	-1	MDM2
9710	MDM2	-1	NUMB
9711	CLK1	-1	ABL1
9712	CLK1	1	PTPN1
9713	CLK1	1	RBM17
9714	CLK2	1	PTPN1
9715	PSEN1	1	NOTCH1
9716	FHIT	-1	CTNNB1
9717	RANBP2	1	TNPO1
9718	GSK3A	-1	ANKRD28
9719	GSK3A	-1	MYC
9720	GSK3A	-1	UNG
9721	GSK3A	-1	GYS1
9722	GSK3A	-1	SFPQ
9723	GSK3A	1	RELA
9724	GSK3A	-1	MCL1
9725	GSK3A	-1	EIF2B5
9726	GSK3A	-1	NBR1
9727	GSK3A	1	MAFA
9728	GSK3A	1	STMN3
9729	GSK3A	-1	GATA6
9730	GSK3A	-1	CAMKK2
9731	GSK3A	1	NIFK
9732	GSK3A	-1	GPSM3
9733	GSK3B	-1	ARNTL
9734	GSK3B	1	DCX
9735	GSK3B	-1	PHLPP1
9736	GSK3B	-1	CLASP2
9737	GSK3B	-1	SNAI1
9738	APP	1	GSK3B
9739	GSK3B	1	ESR1
9740	GSK3B	1	NR3C1
9741	GSK3B	-1	GLI2
9742	GSK3B	-1	NEFH
9743	GSK3B	1	CDH1
9744	GSK3B	-1	UNG
9745	GSK3B	-1	MUC1
9746	GSK3B	1	H1-5
9747	GSK3B	1	CEBPB
9748	GSK3B	1	NFKB1
9749	GSK3B	1	NR1D1
9750	GSK3B	-1	SFPQ
9751	GSK3B	-1	FCAR
9752	GSK3B	1	APC
9753	GSK3B	-1	CCND2
9754	GSK3B	-1	CCND3
9755	GSK3B	-1	CDC25A
9756	GSK3B	1	PPIF
9757	GSK3B	1	CIITA
9758	GSK3B	-1	SREBF1
9759	GSK3B	-1	CDKN1A
9760	GSK3B	1	PPP1R2
9761	GSK3B	1	NOTCH1
9762	GSK3B	-1	MAP1B
9763	GSK3B	1	CEBPA
9764	PSEN1	1	GSK3B
9765	GSK3B	-1	PSEN1
9766	GSK3B	-1	EIF2B5
9767	GSK3B	1	TSC2
9768	GSK3B	-1	MNX1
9769	GSK3B	-1	PDX1
9770	GSK3B	1	ACLY
9771	GSK3B	1	RCAN1
9772	GSK3B	1	ATXN3
9773	GSK3B	-1	HDAC4
9774	GSK3B	1	CAP1
9775	GSK3B	-1	ROR2
9776	GSK3B	1	PRKCE
9777	GSK3B	1	RELA
9778	GSK3B	1	NOTCH2
9779	GSK3B	1	BAX
9780	GSK3B	-1	MCL1
9781	GSK3B	-1	EIF4EBP1
9782	GSK3B	-1	KLF5
9783	GSK3B	-1	HNRNPD
9784	GSK3B	1	CRMP1
9785	GSK3B	1	DPYSL3
9786	GSK3B	-1	GRB14
9787	GSK3B	-1	NFE2L1
9788	GSK3B	-1	NBR1
9789	GSK3B	1	BORA
9790	GSK3B	-1	ZNF322
9791	GSK3B	-1	MYOCD
9792	GSK3B	1	MAFA
9793	GSK3B	1	BICD1
9794	GSK3B	1	SPAG5
9795	GSK3B	-1	CAMKK2
9796	GSK3B	1	DPYSL5
9797	GSK3B	1	NIFK
9798	GSK3B	-1	RBM38
9799	GSK3B	1	BCL2L12
9800	GSK3B	-1	GPHN
9801	GSK3B	1	DROSHA
9802	GSK3B	1	FBXO4
9803	GSK3B	-1	MACF1
9804	GSK3B	-1	ZNF281
9805	GSK3B	-1	SNCAIP
9806	STK19	1	NRAS
9807	MRE11	1	NBN
9808	KHK	1	PRPS1
9809	GNAQ	1	ARHGEF12
9810	MMP14	-1	F12
9811	HTR6	1	GNAL
9812	HTR6	1	GNAQ
9813	HTR6	1	GNAS
9814	CSRP3	1	MYOD1
9815	CSRP3	1	MYOG
9816	CSRP3	1	MYF6
9817	DNM2	1	VAV1
9818	CDK7	1	ESR1
9819	CDK7	1	TP53
9820	CDK7	-1	AR
9821	CDK7	1	RARA
9822	CDK7	1	CDK4
9823	CDK7	1	RARG
9824	CDK7	1	CDK11B
9825	CDK7	-1	POLR2A
9826	CDK7	1	MCM2
9827	CDK7	-1	E2F1
9828	CDK7	1	POU5F1
9829	CDK7	1	XRN2
9830	CDK9	1	SUPT5H
9831	CDK9	-1	SMAD3
9832	CDK9	1	NCOA2
9833	CDK9	-1	RCHY1
9834	RAB5C	1	EEA1
9835	RAB9A	1	PLIN3
9836	RAB9A	1	RABEPK
9837	BLK	1	FCGR2A
9838	BLK	1	FCGR2C
9839	DUSP3	-1	ERBB2
9840	DUSP3	-1	MAPK3
9841	SMARCA4	1	TERT
9842	BRCA2	1	POLH
9843	HCFC1	1	CREB3
9844	HCFC1	-1	ZBTB17
9845	ZBTB17	-1	HCFC1
9846	IRAK1	1	STAT3
9847	RPS6KA3	1	ESR1
9848	RPS6KA3	-1	HMGN2
9849	RPS6KA3	1	CREB1
9850	RPS6KA3	1	EIF2AK2
9851	NR4A1	1	RPS6KA3
9852	RPS6KA3	1	H2BC3
9853	RPS6KA3	-1	GSK3A
9854	RPS6KA3	1	YBX1
9855	RPS6KA3	1	NFATC4
9856	RPS6KA3	1	WWC1
9857	RPS6KA3	-1	CIC
9858	NEK2	-1	PPP1CC
9859	KPNA2	-1	RNMT
9860	RAP1GDS1	1	RAP1A
9861	RAP1GDS1	1	RAC1
9862	EFNA5	1	EPHA2
9863	JAK3	1	PLD2
9864	MAP2K6	1	MAPK9
9865	MAP2K6	1	MAPK10
9866	MAP2K6	1	STAT4
9867	VAV2	1	RHOA
9868	RHOA	1	VAV2
9869	CHN2	-1	RAC1
9870	EFNA3	1	EPHA2
9871	PPP5C	-1	RAF1
9872	PPP5C	-1	NR3C1
9873	PPP5C	-1	CDC37
9874	PPP5C	-1	MAP3K5
9875	PPP5C	-1	CILK1
9876	PLK1	-1	IKBKB
9877	PLK1	1	TP73
9878	PLK1	1	BIRC5
9879	PLK1	1	KAT7
9880	PLK1	1	MYC
9881	PLK1	1	NPM1
9882	PLK1	1	VIM
9883	PLK1	1	YY1
9884	PLK1	-1	IRS1
9885	PLK1	-1	SNCA
9886	PLK1	-1	RAP1GAP
9887	PLK1	-1	FADD
9888	PLK1	1	PIN1
9889	PLK1	1	DCTN1
9890	PLK1	-1	MAD2L1BP
9891	PLK1	-1	SNCB
9892	PLK1	1	KIZ
9893	PLK1	1	ERCC6L
9894	PLK1	1	PLEKHG6
9895	PLK1	1	MAP9
9896	PLK1	1	CEP55
9897	PLK1	1	CEP192
9898	PLK1	1	PINX1
9899	PLK1	1	OPTN
9900	PLK1	1	ANAPC1
9901	PLK1	1	TRIOBP
9902	PLK1	1	GTSE1
9903	PLK1	-1	ATXN10
9904	PLK1	1	NUDC
9905	COL4A4	1	ITGA2_ITGB1
9906	RABGGTB	1	RAB3A
9907	RABGGTB	1	RAB5A
9908	MAPK12	1	KRT8
9909	MAPK12	1	MAPT
9910	MAPK12	1	ATF2
9911	MAPK12	-1	RCSD1
9912	MAPK10	-1	KIF5C
9913	MAPK10	1	NFATC1
9914	MAPK10	-1	CDC25C
9915	MAPK10	-1	SFN
9916	MAPK10	-1	ATN1
9917	MAPK10	-1	YWHAZ
9918	MAPK10	-1	DIABLO
9919	USP14	1	CXCR4
9920	PRKAG1	1	PRKAA2
9921	PRKAA2	1	EEF2K
9922	PRKAA2	-1	SREBF1
9923	PRKAA2	1	HNF4A
9924	PRKAA2	1	TSC2
9925	PRKAA2	-1	ACACA
9926	PRKAA2	1	PLD1
9927	PRKAA2	-1	CRTC2
9928	PRKAA2	-1	RPTOR
9929	PRKAA2	1	TSC1
9930	PRKAA2	-1	PPP1R12C
9931	PRKAA2	-1	BAIAP2
9932	EPHB1	1	NRCAM
9933	PRRX1	1	SRF
9934	PRRX1	-1	MAFF
9935	PTPN5	-1	FYN
9936	PTPN5	1	MAPK14
9937	PTPN5	1	BAK1
9938	VCP	1	NPLOC4
9939	VCP	1	UFD1
9940	VCP	1	DERL1
9941	MTTP	1	APOB
9942	AFDN	1	RIT1
9943	CASP7	1	PSEN1
9944	CASP6	1	PSEN2
9945	CDH8	1	CTNNB1
9946	CDH15	1	CTNNB1
9947	PKNOX1	1	PBX1
9948	MTCP1	1	AKT1
9949	MTCP1	1	AKT2
9950	HDAC4	-1	MEF2A
9951	PEX3	1	PEX19
9952	WNT3	1	LRP6
9953	WNT3	1	FZD3
9954	WNT3A	1	LRP6
9955	WNT3A	1	FZD2
9956	WNT3A	1	FZD3
9957	WNT3A	1	FZD1
9958	WNT7B	1	FZD3
9959	WNT7B	1	FZD10
9960	WNT7B	1	FZD1
9961	PIK3R1	1	BCAR1
9962	BCAR1	1	PIK3R1
9963	BCAR1	-1	SMAD3
9964	SIK1	-1	CRTC3
9965	SCAND1	1	MZF1
9966	NXPH1	1	NRXN3
9967	GNG2	1	PLCG1
9968	GNG2	1	PIK3CA
9969	PTEN	-1	CREB1
9970	PPP4C	-1	HDAC3
9971	PPP4C	-1	NDEL1
9972	CDC42	1	WAS
9973	CDC42	1	CDC42BPA
9974	RAB2A	-1	PRKCI
9975	RAB14	1	RUFY1
9976	MAX	1	MXD4
9977	MAX	1	MGA
9978	MAX	1	MXD3
9979	MAX	1	MAD1L1
9980	FGF12	-1	SCN5A
9981	PCBD1	1	HNF1B
9982	RHOA	1	PFN1
9983	RHOA	1	MAPK8
9984	DCAF7	1	DYRK1A
9985	DCAF7	1	DYRK1B
9986	NUTF2	1	NUP62
9987	PPP1CA	-1	AURKA
9988	PPP1CA	-1	AXIN1
9989	PPP1CA	1	PFN1
9990	PPP1CA	-1	MAPK3
9991	PPP1CA	-1	CAD
9992	PPP1CA	1	NOS3
9993	PPP1CA	1	CCND3
9994	PPP1CA	1	CDC25C
9995	PPP1CA	-1	AKT1
9996	PPP1CA	-1	BRCA1
9997	PPP1CA	-1	STAT3
9998	PPP1CA	1	CASP2
9999	PPP1CA	-1	NEK2
10000	PPP1CA	1	CASP9
10001	PPP1CA	1	MDM2
10002	PPP1CA	1	IKZF1
10003	PPP1CA	1	IFIH1
10004	PPP1CB	-1	TP53
10005	PPP1CB	1	NOS3
10006	NCS1	-1	DRD2
10007	NCS1	-1	GRK2
10008	YWHAE	1	TBP
10009	YWHAE	-1	CDKN1B
10010	YWHAE	1	NDEL1
10011	BTG1	1	HOXB9
10012	PPP2CB	-1	CHEK1
10013	PPP2CB	-1	MYC
10014	PPP2CB	1	TP53
10015	GNB1	1	PIK3CA
10016	PPP2CB	-1	MAPK1
10017	PPP2CB	-1	AKT1
10018	PPP2CB	-1	AKT2
10019	PPP2CB	-1	ELF1
10020	PPP2CB	-1	SNCA
10021	PPP2CB	1	MDM2
10022	PPP2CB	-1	PRKCD
10023	PPP2CB	-1	PAK1
10024	PPP2CB	-1	ATM
10025	PPP2CB	1	HDAC7
10026	H4-16	1	BRD4
10027	H4-16	1	BRD2
10028	H4-16	1	BRDT
10029	RAB1A	1	USO1
10030	RAN	1	XPOT
10031	CBL	1	GRB2
10032	GRB2	1	CBL
10033	GRB2	1	SOS2
10034	GRB2	1	MAP4K1
10035	GRB2	1	GAB2
10036	RAC1	1	MAPK9
10037	RAC1	1	BAIAP2
10038	RAC1	1	ABI1_BRK1_CYFIP1_NCKAP1_WASF2
10039	GNAI1	1	CDC42
10040	GNAI1	-1	ADCY1
10041	PPP2R2A	-1	PPP2CA
10042	GNGT1	1	PLCG1
10043	GNGT1	1	PIK3CG
10044	RACK1	1	LARP4B
10045	UBE2I	-1	MITF
10046	UBE2I	1	ZHX1
10047	PPP2CA	-1	CHEK1
10048	PPP2CA	-1	MAP3K7
10049	PPP2CA	1	FOXO3
10050	PPP2CA	1	CHEK2
10051	PPP2CA	1	RAF1
10052	PPP2CA	1	TP53
10053	PPP2CA	1	RB1
10054	PPP2CA	1	EEF2
10055	PPP2CA	-1	TNNI3
10056	PPP2CA	-1	RPS3
10057	PPP2CA	1	RBL1
10058	PPP2CA	-1	ELF1
10059	PPP2CA	-1	MAP2K2
10060	PPP2CA	-1	SNCA
10061	PPP2CA	1	HDAC4
10062	PPP2CA	1	MDM2
10063	PPP2CA	-1	MAP2K1
10064	PPP2CA	-1	RELA
10065	PPP2CA	1	TFCP2
10066	PPP2CA	-1	STK4
10067	PPP2CA	-1	PAK1
10068	PPP2CA	-1	STK3
10069	PPP2CA	-1	MAPK15
10070	PPP2CA	-1	MAP3K3
10071	PPP2CA	-1	MKNK1
10072	PPP2CA	-1	CARD11
10073	PPP2CA	-1	RACGAP1
10074	CSNK2B	1	USO1
10075	CSNK2B	1	EIF5
10076	CSNK2B	1	BID
10077	CSNK2B	-1	SET
10078	CSNK2B	1	OCLN
10079	CSNK2B	1	CD163
10080	CSNK2B	1	RNF7
10081	CSNK2B	-1	CTDP1
10082	CSNK2A1	1	PDCD5
10083	CSNK2A1	1	NPHP1
10084	CSNK2A1	1	SHOX
10085	CSNK2A1	1	HDAC3
10086	CSNK2A1	1	PRPF3
10087	CSNK2A1	1	NOL3
10088	CSNK2A1	1	VAMP4
10089	CSNK2A1	1	EIF3J
10090	CSNK2A1	-1	DDX58
10091	CSNK2A1	1	SNAI1
10092	CSNK2A1	-1	C1R
10093	CSNK2A1	1	ESR1
10094	CSNK2A1	1	TP53
10095	CSNK2A1	-1	HMGN1
10096	CSNK2A1	-1	JUN
10097	CSNK2A1	-1	GPI
10098	CSNK2A1	-1	HNRNPC
10099	CSNK2A1	-1	HOXB7
10100	CSNK2A1	-1	CALM1
10101	CSNK2A1	-1	MYB
10102	CSNK2A1	1	VDR
10103	CSNK2A1	-1	F5
10104	CSNK2A1	1	ACE
10105	CSNK2A1	1	IGFBP3
10106	CSNK2A1	-1	EGR1
10107	CSNK2A1	1	LIG1
10108	CSNK2A1	1	EIF2S2
10109	CSNK2A1	1	YY1
10110	CSNK2A1	1	NFKBIA
10111	CSNK2A1	1	ARNT
10112	CSNK2A1	1	APEX1
10113	CSNK2A1	-1	PML
10114	CSNK2A1	1	CDC27
10115	CSNK2A1	1	CDC25B
10116	CSNK2A1	-1	CDC25C
10117	CSNK2A1	1	HMOX2
10118	CSNK2A1	1	ARRB2
10119	CSNK2A1	1	ABCC1
10120	CSNK2A1	1	CTNNA1
10121	CSNK2A1	1	MYH9
10122	CSNK2A1	-1	DDIT3
10123	CSNK2A1	-1	CASP2
10124	CSNK2A1	1	WAS
10125	CSNK2A1	1	CBX5
10126	CSNK2A1	1	MAPK9
10127	CSNK2A1	1	RANGAP1
10128	CSNK2A1	1	PIP4K2A
10129	CSNK2A1	-1	AMPH
10130	CSNK2A1	1	MRE11
10131	CSNK2A1	1	CAV2
10132	CSNK2A1	1	GTF2A1
10133	CSNK2A1	1	CAPZA1
10134	CSNK2A1	1	NKX2-5
10135	CSNK2A1	-1	AQP4
10136	CSNK2A1	1	BID
10137	CSNK2A1	1	MAZ
10138	CSNK2A1	-1	PTEN
10139	CSNK2A1	-1	MAX
10140	CSNK2A1	1	EIF4G2
10141	CSNK2A1	-1	CBX1
10142	CSNK2A1	1	HSF1
10143	CSNK2A1	-1	SPTBN1
10144	CSNK2A1	-1	SET
10145	CSNK2A1	1	TSPY1
10146	CSNK2A1	-1	SPIB
10147	CSNK2A1	-1	FKBP4
10148	CSNK2A1	1	EXOSC9
10149	CSNK2A1	1	MEF2C
10150	CSNK2A1	1	PPP1R8
10151	CSNK2A1	-1	NR1H3
10152	CSNK2A1	1	EIF2B5
10153	CSNK2A1	-1	GRIN2B
10154	CSNK2A1	-1	G3BP1
10155	CSNK2A1	1	KLF1
10156	CSNK2A1	-1	IKZF1
10157	CSNK2A1	1	TCOF1
10158	CSNK2A1	-1	EIF4EBP1
10159	CSNK2A1	1	HDAC1
10160	CSNK2A1	1	PKD2
10161	CSNK2A1	1	TNFAIP1
10162	CSNK2A1	1	IL16
10163	CSNK2A1	1	CDC37
10164	CSNK2A1	1	STX1A
10165	CSNK2A1	1	IFI16
10166	CSNK2A1	1	PACS1
10167	CSNK2A1	1	UBE2R2
10168	CSNK2A1	-1	HSPH1
10169	CSNK2A1	1	OTUD5
10170	CSNK2A1	1	HES6
10171	CSNK2A1	-1	BRMS1
10172	CSNK2A1	1	TCF7L2
10173	CSNK2A1	-1	RRN3
10174	CSNK2A1	1	RNF7
10175	CSNK2A1	1	CORO1C
10176	CSNK2A1	-1	PIN4
10177	CSNK2A1	-1	STARD10
10178	CSNK2A1	-1	TELO2
10179	CSNK2A1	-1	CTDP1
10180	CSNK2A1	-1	WASF2
10181	PITX1	1	POU1F1
10182	EIF4G2	1	EIF2S2
10183	GTF2I	1	PRRX1
10184	DLG4	1	GRIN2B
10185	DLG4	1	TANC1
10186	DLG4	1	LRFN1
10187	SRPK2	1	ACIN1
10188	CSNK1G2	-1	PER1
10189	CSNK1G2	-1	SMAD3
10190	CSNK1G2	-1	CERT1
10191	RAE1	1	NUP98
10192	JAG1	1	NOTCH3
10193	PRKDC	1	TP53
10194	PRKDC	1	FH
10195	PRKDC	1	SRF
10196	PRKDC	-1	POU2F1
10197	PRKDC	1	USF1
10198	PRKDC	1	AKT1
10199	PRKDC	1	DCLRE1C
10200	PRKDC	1	GOLPH3
10201	PRKDC	1	TDP1
10202	ADAM17	1	TGFA
10203	TNF	1	ADAM17
10204	ADAM17	1	TNF
10205	ADAM17	1	HBEGF
10206	BTG2	1	HOXB9
10207	ADARB1	1	EIF2AK2
10208	DLK1	-1	NOTCH1
10209	SIM1	1	ARNT
10210	SMAD3	-1	MYOD1
10211	SMAD3	-1	CEBPB
10212	SMAD3	-1	PAX6
10213	SMAD3	-1	PAX8
10214	SMAD3	-1	RUNX2
10215	ARHGAP8	-1	RHOA
10216	ARHGAP4	-1	RAC1
10217	EFNB1	1	EPHB4
10218	FGD1	1	CDC42
10219	CASP9	1	CYCS
10220	CYCS	1	CASP9
10221	HDLBP	1	CTCF
10222	GTF2B	1	FOXF2
10223	CDK3	1	JUN
10224	CDK3	1	RB1
10225	CDK3	1	ATF1
10226	CDK3	1	LIN9
10227	CDK6	1	RB1
10228	CDK6	-1	RBL2
10229	CDK5	1	CLOCK
10230	CDK5	1	HTRA2
10231	CDK5	-1	PIP5K1C
10232	CDK5	1	NFAT5
10233	CDK5	1	NR3C1
10234	CDK5	1	APP
10235	CDK5	-1	EPRS1
10236	CDK5	-1	PPP1CA
10237	CDK5	-1	HTR1A
10238	CDK5	1	AR
10239	CDK5	1	SRC
10240	CDK5	1	EZR
10241	CDK5	-1	STMN1
10242	CDK5	1	ERBB3
10243	CDK5	-1	NOS3
10244	CDK5	1	CORO1A
10245	CDK5	1	STAT3
10246	CDK5	1	HTT
10247	CDK5	1	PSEN1
10248	CDK5	-1	HTR6
10249	CDK5	1	MAPK10
10250	CDK5	1	MEF2A
10251	CDK5	1	DNM1
10252	CDK5	1	PTK2
10253	CDK5	1	GRIN2A
10254	CDK5	-1	PMAIP1
10255	CDK5	1	CRMP1
10256	CDK5	-1	STXBP2
10257	CDK5	1	DPYSL2
10258	CDK5	-1	CAMKK2
10259	CDK5	1	AGAP2
10260	CDK5	-1	KIF13B
10261	CDK5	1	PPP1R1B
10262	PPP1R1B	-1	CDK5
10263	CDK5	1	TLN1
10264	IFNAR2	1	IRF9
10265	IRF9	1	IFNAR2
10266	MDM2	-1	EP300
10267	MDM2	-1	CDKN2AIP
10268	IL5RA	1	SOX4
10269	PMP22	1	MPZ
10270	FLI1	1	GATA1
10271	FLI1	-1	KLF1
10272	KLF1	-1	FLI1
10273	MC1R	1	GNAS
10274	CDR2	1	MYC
10275	COL4A3	1	ITGA2_ITGB1
10276	ROR1	1	SRC
10277	ROR2	1	MAPK8
10278	MEF2A	1	MYOD1
10279	PRKCE	-1	CTNND1
10280	PRKCE	1	FGFR1
10281	PRKCE	1	ATF2
10282	PRKCE	1	GJA1
10283	PRKCE	-1	GABRG2
10284	PRKCE	1	FGFR2
10285	PRKCE	1	SHC1
10286	PRKCE	1	STAT3
10287	PRKCE	1	GRM5
10288	PRKCE	-1	KIR3DL1
10289	PRKCE	1	SLC4A3
10290	PRKCE	1	NLRP5
10291	PRKCE	1	TICAM2
10292	PRKCE	-1	BAD
10293	PRKCE	-1	GAD1
10294	PRKCE	1	PRKD2
10295	CENPE	1	BUB1B
10296	ID2	-1	MYOD1
10297	TCF4	1	ID2
10298	ID2	-1	TCF4
10299	TCF3	1	ID2
10300	ID2	-1	TCF3
10301	ID2	-1	TCF12
10302	APBA1	1	CASK
10303	APBA1	1	STXBP1
10304	APBA1	1	NRXN1
10305	MAP2K1	1	ARRB2
10306	ID3	-1	TCF4
10307	ID3	-1	TCF12
10308	MAP2K1	-1	TAL1
10309	MAP2K1	-1	IRS1
10310	MAP2K1	1	GSK3B
10311	MAP2K1	-1	CASP9
10312	MAP3K10	1	NEUROD1
10313	FKBP4	1	AR
10314	CREB5	1	JUN
10315	CREB5	1	ATF2
10316	MECOM	-1	SMAD3
10317	CFHR1	-1	CFH
10318	RELA	1	JUN
10319	RELA	1	EGR1
10320	TLE1	1	SIX3
10321	TLE1	1	SIX6
10322	PRKCQ	1	WIPF1
10323	PRKCQ	1	FOSL1
10324	PRKCQ	1	MSN
10325	PRKCQ	-1	NOS3
10326	PRKCQ	1	ICAM3
10327	PRKCQ	1	RASGRP3
10328	PRKCQ	1	RAPGEF2
10329	UBE3A	-1	PSMB1
10330	UBE3A	-1	PSMC2
10331	UBE3A	-1	PSMD7
10332	UBE3A	-1	PSMD2
10333	PTPN12	-1	PSTPIP1
10334	PTPN12	-1	INSR
10335	PTPN12	-1	SRC
10336	PTPN12	-1	SHC1
10337	BCAR1	-1	PTPN12
10338	PTPN12	-1	BCAR1
10339	PTPN12	-1	PTK2
10340	PTPN12	-1	GIT2
10341	PTPN12	-1	PTK2B
10342	PTK2B	-1	PTPN12
10343	PTK2	1	ACTN4
10344	PTK2	1	ATP2B4
10345	PIK3R1	1	PTK2
10346	PTK2	1	PIK3R1
10347	PTK2	1	TLN1
10348	TLN1	1	PTK2
10349	PRKCZ	1	AQP9
10350	PRKCZ	1	ATP1A1
10351	PRKCZ	1	SP1
10352	PRKCZ	-1	MARK3
10353	PRKCZ	-1	MYH10
10354	PRKCZ	1	ADD1
10355	PRKCZ	-1	ADD2
10356	PRKCZ	1	RELA
10357	PRKCZ	-1	BAX
10358	PRKCZ	1	STK11
10359	PRKCZ	-1	HABP4
10360	PRKCZ	-1	MARK2
10361	PRKCZ	1	NR1H4
10362	PRKCZ	1	AKT3
10363	PRKCD	1	DNM1L
10364	PRKCD	1	PLD2
10365	PRKCD	1	CAT
10366	PRKCD	1	TP53
10367	PRKCD	1	KRT8
10368	PRKCD	1	ADRA2A
10369	PRKCD	-1	NR2F6
10370	PRKCD	1	G6PD
10371	SRC	1	PRKCD
10372	PRKCD	1	SRC
10373	PRKCD	1	CYBA
10374	PRKCD	1	MUC1
10375	PRKCD	-1	HMGA1
10376	PRKCD	-1	C5AR1
10377	PRKCD	1	GRK2
10378	PRKCD	1	ITGB7
10379	PRKCD	1	CHAT
10380	PRKCD	1	NOS3
10381	PRKCD	-1	MARCKS
10382	PRKCD	1	PEBP1
10383	PRKCD	-1	BDKRB2
10384	PRKCD	-1	CTNNB1
10385	IRS1	1	PRKCD
10386	PRKCD	1	IRS1
10387	PRKCD	1	GRM5
10388	PRKCD	1	MAPK8
10389	PRKCD	1	DAP3
10390	PRKCD	-1	CHN2
10391	PRKCD	-1	LIMK2
10392	PRKCD	-1	CXCR4
10393	PRKCD	1	HNRNPK
10394	PRKCD	1	H3C8
10395	PRKCD	-1	FLI1
10396	PRKCD	-1	TAGLN
10397	PRKCD	-1	EP300
10398	PRKCD	-1	TRIM28
10399	PRKCD	1	KLF5
10400	PRKCD	1	MYBPC3
10401	PRKCD	1	NCF4
10402	PRKCD	1	PRKD1
10403	PRKCD	1	ENOX2
10404	PRKCD	-1	FSCN1
10405	PRKCD	-1	MEP1B
10406	PRKCD	-1	HABP4
10407	PRKCD	1	PPP1R14B
10408	PRKCD	1	SLC29A1
10409	PRKCD	1	TBL1XR1
10410	PRKCD	1	PLSCR3
10411	PRKCD	1	PA2G4
10412	PRKCD	-1	PTPN22
10413	PTPN11	-1	MPZL1
10414	EGFR	1	PTPN11
10415	PTPN11	-1	EGFR
10416	PTPN11	1	NRAS
10417	PTPN11	1	HRAS
