	source	interaction	target
1777	BMP7	1	ACVR2A
1778	BMP7	1	ACVR1
1779	GDF2	1	ACVRL1
1780	KNG1	1	BDKRB2
1781	C3	1	C3AR1
1782	C5	1	C5AR1
1783	C5	1	C5AR2
1784	CCK	1	CCKAR
1785	GAST	1	CCKBR
1786	CCK	1	CCKBR
1787	CCL13	1	CCR1
1788	CCL8	1	CCR1
1789	CCL14	1	CCR1
1790	CCL15	1	CCR1
1791	CCL23	1	CCR1
1792	CCL3	1	CCR1
1793	CCL5	1	CCR1
1794	CCL7	1	CCR1
1795	CCL27	1	CCR10
1796	CCL28	1	CCR10
1797	CCL13	1	CCR2
1798	CCL2	1	CCR2
1799	CCL7	1	CCR2
1800	CCL8	1	CCR2
1801	CCL11	1	CCR3
1802	CCL13	1	CCR3
1803	CCL15	1	CCR3
1804	CCL2	1	CCR3
1805	CCL24	1	CCR3
1806	CCL26	1	CCR3
1807	CCL28	1	CCR3
1808	CCL5	1	CCR3
1809	CCL7	1	CCR3
1810	CCL17	1	CCR4
1811	CCL22	1	CCR4
1812	CCL3	1	CCR5
1813	CCL20	1	CCR6
1814	CCL19	1	CCR7
1815	CCL21	1	CCR7
1816	CCL1	1	CCR8
1817	CCL25	1	CCR9
1818	CNTF	1	IL6ST
1819	CNTF	1	LIFR
1820	CLCF1	1	IL6ST
1821	CLCF1	1	CNTFR
1822	CRH	1	CRHR1
1823	CRH	1	CRHR2
1824	CXCL6	1	CXCR1
1825	CXCL8	1	CXCR1
1826	CXCL1	1	CXCR2
1827	CXCL2	1	CXCR2
1828	CXCL3	1	CXCR2
1829	CXCL5	1	CXCR2
1830	CXCL6	1	CXCR2
1831	PPBP	1	CXCR2
1832	CXCL8	1	CXCR2
1833	CXCL12	1	CXCR4
1834	CXCL13	1	CXCR5
1835	CX3CL1	1	CX3CR1
1836	TNFSF15	1	TNFRSF25
1837	POMC	1	OPRD1
1838	PDYN	1	OPRD1
1839	EDA	1	EDAR
1840	EDA	1	EDA2R
1841	EPGN	1	EGFR
1842	EREG	1	EGFR
1843	EREG	1	ERBB4
1844	EDN1	1	EDNRA
1845	EDN3	1	EDNRB
1846	VEGFA	1	FLT1
1847	VEGFC	1	FLT4
1848	VEGFD	1	FLT4
1849	ANXA1	1	FPR2
1850	CAMP	1	FPR2
1851	ANXA1	1	FPR3
1852	WNT5A	1	FZD6
1853	GAL	1	GALR2
1854	GHRL	1	GHSR
1855	GHRH	1	GHRHR
1856	GCG	1	GLP1R
1857	GCG	1	GCGR
1858	GNRH2	1	GNRHR
1859	GH2	1	GHR
1860	NPPA	1	NPR1
1861	GUCA2A	1	GUCY2C
1862	GUCA2B	1	GUCY2C
1863	TNFSF14	1	TNFRSF14
1864	LTA	1	TNFRSF14
1865	RSPO2	1	LGR4
1866	RSPO2	1	LGR5
1867	RSPO3	1	LGR5
1868	IFNW1	1	IFNAR1
1869	IFNW1	1	IFNAR2
1870	IL11	1	IL6ST
1871	IL12A	1	IL12RB2
1872	IL12B	1	IL12RB1
1873	IL15	1	IL2RG
1874	IL17A	1	IL17RA
1875	IL18	1	IL18R1
1876	IL1B	1	IL1RAP
1877	IL1RN	-1	IL1R1
1878	IL21	1	IL2RG
1879	IL22	1	IL22RA1
1880	IL17B	1	IL17RB
1881	IL2	1	IL2RA
1882	IL2	1	IL2RB
1883	IL4	1	IL2RG
1884	IL13	1	IL4R
1885	IL4	1	IL13RA1
1886	IL7	1	IL2RG
1887	IL9	1	IL2RG
1888	PDYN	1	OPRK1
1889	POMC	1	OPRK1
1890	VEGFA	1	KDR
1891	VEGFC	1	KDR
1892	KISS1	1	KISS1R
1893	LIF	1	IL6ST
1894	OSM	1	IL6ST
1895	OSM	1	LIFR
1896	CGB8	1	LHCGR
1897	LHB	1	LHCGR
1898	PMCH	1	MCHR1
1899	PMCH	1	MCHR2
1900	POMC	1	MC1R
1901	POMC	1	MC3R
1902	AGRP	1	MC3R
1903	POMC	1	MC4R
1904	AGRP	1	MC4R
1905	POMC	1	MC5R
1906	MLN	1	MLNR
1907	PDYN	1	OPRM1
1908	NGF	1	NGFR
1909	TAC1	1	TACR2
1910	TAC3	1	TACR3
1911	NMS	1	NMUR1
1912	NMS	1	NMUR2
1913	NPFF	1	NPFFR1
1914	NPFF	1	NPFFR2
1915	NTS	1	NTSR1
1916	NTS	1	NTSR2
1917	OXT	1	OXTR
1918	TNFSF4	1	TNFRSF4
1919	HCRT	1	HCRTR1
1920	HCRT	1	HCRTR2
1921	ADCYAP1	1	ADCYAP1R1
1922	PROK1	1	PROKR1
1923	PROK2	1	PROKR1
1924	PROK1	1	PROKR2
1925	PROK2	1	PROKR2
1926	CD274	1	PDCD1
1927	SELPLG	1	SELP
1928	TNFSF11	1	TNFRSF11A
1929	RLN2	1	RXFP1
1930	RLN2	1	RXFP2
1931	CORT	1	SSTR4
1932	SST	1	SSTR4
1933	TNFSF13B	1	TNFRSF13B
1934	TGFB2	1	TGFBR1
1935	TGFB2	1	TGFBR3
1936	CGA	1	TSHR
1937	TSHB	1	TSHR
1938	LTA	1	TNFRSF1B
1939	GAS6	1	TYRO3
1940	ADCYAP1	1	VIPR1
1941	VIP	1	VIPR1
1942	AVP	1	AVPR2
1943	XCL1	1	XCR1
1944	XCL2	1	XCR1
1945	NPY	1	NPY1R
1946	NPY	1	NPY2R
1947	NPY	1	NPY4R
1948	PPY	1	NPY4R
1949	PYY	1	NPY4R
1950	NPY	1	NPY5R
1951	PDPK1	1	RPS6KB1
1952	CALM3	1	CAMK2A
1953	CALM1	1	CAMK2A
1954	CALM2	1	CAMK2A
1955	VRK1	1	ATF2
1956	GRM1	1	GNAQ
1957	SYNGAP1	1	DLG4
1958	GSK3A	1	MITF
1959	IRS1	1	PIK3CA
1960	PRKACA	1	BAD
1961	RIMS1	1	RAB3A
1962	RIMS1	1	UNC13B
1963	PRKACA	1	CREB1
1964	HTR1A	1	GNAI3
1965	GNAQ	1	PLCB1
1966	RPS6KA1	1	CREB1
1967	MAPK1	1	MAPKAPK2
1968	PRKACA	-1	SYN1
1969	CAMK1	-1	SYN1
1970	CDK5	1	SYN1
1971	VAV2	1	RAC1
1972	ZAP70	1	VAV2
1973	NRAS	1	RALGDS
1974	GRB2	1	ABL1
1975	NLGN1	1	DLG4
1976	MAPK14	1	RPS6KA5
1977	MAPK1	1	ELK1
1978	CALM3	1	CAMK4
1979	CALM1	1	CAMK4
1980	CAMK4	1	CALM1
1981	CALM2	1	CAMK4
1982	CALM3	1	PPP3R1
1983	CALM1	1	PPP3R1
1984	CALM2	1	PPP3R1
1985	CAMK4	1	CREB1
1986	CHRM2	1	GNAI3
1987	NRAS	1	PIK3CA
1988	IRS1	1	GRB2
1989	SHC1	1	GRB2
1990	PRKCA	-1	GRIN2A
1991	SSTR1	1	GNAI3
1992	DRD1	1	GNAS
1993	DRD1	1	GNAI3
1994	SSTR2	1	GNAI3
1995	HTR2A	1	GNAQ
1996	PTAFR	1	GNAO1
1997	PTAFR	1	GNAQ
1998	CHRM1	1	GNAQ
1999	CHRM2	1	GNAO1
2000	PDPK1	1	RPS6KA1
2001	DRD2	1	GNAI3
2002	PRKACA	-1	PLCG1
2003	PRKACA	1	NFKB1
2004	PPP3R1	1	NFATC1
2005	FYN	1	GRIN2A
2006	SRC	1	GRIN2A
2007	DLG4	1	GRIN2A
2008	FYN	1	CTNNB1
2009	FER	1	CTNNB1
2010	DRD2	1	GNAO1
2011	PAK1	1	LIMK1
2012	PRKACA	1	ITPR1
2013	PRKCA	-1	NOS1
2014	CAMK2A	1	NOS1
2015	CAMK4	-1	NOS1
2016	PRKACA	-1	NOS1
2017	EEF2K	-1	EEF2
2018	CALM3	1	EEF2K
2019	CALM1	1	EEF2K
2020	CALM2	1	EEF2K
2021	RPS6KA1	-1	EEF2K
2022	RPS6KB1	-1	EEF2K
2023	SRC	1	BCAR1
2024	CRK	1	RAPGEF1
2025	ADORA1	1	GNAI3
2026	ADRA1A	1	GNAQ
2027	ADRA2A	1	GNAI3
2028	ADRA2A	1	GNAO1
2029	YWHAH	1	BRAF
2030	AKAP5	1	PRKACA
2031	PRKACA	1	RAP1A
2032	CAMKK2	1	CAMK1
2033	CALM3	1	CAMKK2
2034	CALM1	1	CAMKK2
2035	CALM2	1	CAMKK2
2036	CAMK2A	1	CREB1
2037	CAMK1	1	CREB1
2038	PRKCA	1	PPP1R14A
2039	ILK	1	PPP1R14A
2040	ROCK2	1	PPP1R14A
2041	MAPK8	1	BCL2L11
2042	SRC	-1	ARRB1
2043	ARRB1	1	SRC
2044	PRKCA	-1	DNM1
2045	PRKCA	1	MARCKS
2046	MARCKS	1	PRKCA
2047	GNAS	1	ADCY1
2048	GNAS	1	ADCY5
2049	GNAS	1	ADCY2
2050	ADRB2	1	GNAS
2051	PTPN11	1	GRB2
2052	SLC9A3R1	1	ADRB2
2053	PTPN11	-1	SPRY1
2054	CSK	1	SRC
2055	GNA12	1	ARHGEF1
2056	GNA13	1	ARHGEF1
2057	NRAS	1	BRAF
2058	PRKACA	1	BRAF
2059	NRCAM	1	ANK1
2060	BDKRB1	1	GNAQ
2061	BDKRB1	1	GNAI3
2062	DUSP10	-1	MAPK14
2063	RAPGEF3	1	RAP1A
2064	AKT1	-1	GSK3A
2065	GSK3A	-1	AKT1
2066	PTAFR	1	GNAI3
2067	MAPK1	1	KCND2
2068	GNAI3	-1	ADCY2
2069	SRC	1	DNM1
2070	PRKACA	1	PPP1R1B
2071	PPP1R1B	-1	PPP1CC
2072	ARFGAP1	1	ARF1
2073	PTK2	1	SHC1
2074	F2RL1	1	GNAQ
2075	PRSS1	1	F2RL1
2076	SHC1	1	SOS1
2077	PAK1	1	SYN1
2078	DRD2	1	GNAZ
2079	CBLB	-1	PIK3CA
2080	CBLB	1	EGFR
2081	CBLB	1	GRB2
2082	PRKACA	1	MAPT
2083	CAPN1	-1	MAPT
2084	MAPK1	1	MAPT
2085	GAB1	1	PIK3CA
2086	CHRM4	1	GNAI3
2087	PRKACA	1	GRIA1
2088	CAMK2A	1	CACNA1B
2089	PRKCA	-1	GRIA1
2090	NAIP	-1	CASP9
2091	PRKACA	1	MAP2
2092	PRKCA	1	MBP
2093	SRC	1	CTTN
2094	MAPK1	1	NEFH
2095	PRKCA	1	ADD1
2096	PRKACA	-1	ADD1
2097	EGFR	1	EPB41
2098	PRKACA	1	FLNA
2099	NFASC	1	ANK1
2100	PRKCA	1	EIF4E
2101	SRP54	1	SRPRA
2102	EIF2AK3	1	EIF2S1
2103	PRKCA	1	GRK2
2104	PRKCA	1	GRM1
2105	PRKACA	1	PDE3A
2106	PRKACA	1	PDE3B
2107	PRKACA	1	PDE4D
2108	GNA11	1	PLCB1
2109	PLCB1	1	GNA11
2110	CAMK2A	1	SYNGAP1
2111	ILK	1	AKT1
2112	CAMKK2	1	CAMK4
2113	DYRK1A	-1	MAPT
2114	PPM1F	-1	CAMK2A
2115	DLG4	1	NOS1
2116	PRKCA	-1	GSK3A
2117	IQGAP1	1	CDC42
2118	IQGAP1	1	RAC1
2119	PTPRA	1	FYN
2120	SRC	1	PTPRA
2121	PTPRA	1	SRC
2122	GRK2	1	OPRM1
2123	PRKCA	1	BCL2
2124	GSK3A	-1	JUN
2125	GSK3A	-1	MAPT
2126	RAF1	1	BAD
2127	DLGAP1	1	SHANK1
2128	PRKACA	1	ATP2B1
2129	PRKACA	1	CACNA1C
2130	PRKCA	1	IRS1
2131	PRKCA	-1	PLCB1
2132	PAK1	-1	MYLK
2133	MAPK14	-1	NFATC1
2134	PRKACA	-1	NFATC1
2135	DLGAP1	1	DLG4
2136	DLG4	1	DLGAP1
2137	PTK2	1	BCAR1
2138	SV2A	1	SYT1
2139	SRC	1	PLCG1
2140	LYN	1	PLCG1
2141	HCK	1	PLCG1
2142	ROCK2	1	DPYSL2
2143	EPB41	1	DLG1
2144	SRC	1	DLG4
2145	MAPK14	1	JUN
2146	CAMK2A	1	DLG1
2147	PTK2	1	PXN
2148	EGFR	1	CRK
2149	BIK	-1	BCL2L1
2150	YWHAH	-1	RAF1
2151	PPP3R1	-1	PPP1R1A
2152	CNR1	1	GNAI3
2153	CNR1	1	GNAO1
2154	CNR2	1	GNAI3
2155	CNR2	1	GNAO1
2156	SRC	1	RACK1
2157	SRC	1	GRK2
2158	SYK	1	PLCG1
2159	DRD3	1	GNAI3
2160	DRD3	1	GNAO1
2161	FYN	1	DLG2
2162	FYN	1	DLG4
2163	PRKACA	1	STK24
2164	PPP3R1	1	BAD
2165	IRS2	1	PIK3CA
2166	OPRD1	1	GNAI3
2167	OPRK1	1	GNAO1
2168	OPRK1	1	GNAI3
2169	OPRM1	1	GNAO1
2170	OPRM1	1	GNAI3
2171	OPRL1	1	GNAO1
2172	OPRL1	1	GNAI3
2173	IGF1R	1	SHC1
2174	GRB10	-1	IGF1R
2175	GRB10	-1	INSR
2176	ULK1	1	GABARAP
2177	AKT1	1	MTOR
2178	MTOR	1	AKT1
2179	MTOR	1	RPS6KB2
2180	GSK3B	1	KAT5
2181	DYNLL2	-1	AMBRA1
2182	PRKCA	1	NFE2L2
2183	PRKCD	1	NFE2L2
2184	MAP1LC3B	1	SQSTM1
2185	FBXW11	-1	NFKBIA
2186	CHUK	-1	NCOR2
2187	CHUK	1	RELA
2188	CHUK	1	IKBKB
2189	ERC1	1	CHUK
2190	EP300	1	RELA
2191	IKBKE	1	RELA
2192	RIPK1	1	IKBKG
2193	CHUK	-1	MAP3K14
2194	MAP3K14	1	CHUK
2195	TAB3	1	MAP3K7
2196	MRE11	1	ATM
2197	ATM	1	MRE11
2198	ATM	1	RAD50
2199	RAD50	1	ATM
2200	NFKB1	1	RELA
2201	RELA	-1	NCOR2
2202	NFKBIA	1	RELA
2203	NFKB2	1	RELB
2204	RPS6KA5	1	RELA
2205	AXIN1	1	APC
2206	UBE2N	1	UBE2V1
2207	UBE2V1	1	TRAF6
2208	MAPK3	1	RPS6KA2
2209	MAPK1	1	RPS6KA2
2210	PDPK1	1	RPS6KA3
2211	MAP3K7	1	MAP3K14
2212	TRAF6	1	ECSIT
2213	MAP2K6	1	MAPK8
2214	FOS	1	JUN
2215	TOLLIP	1	IRAK1
2216	TLR4	1	MYD88
2217	MAVS	1	TRAF3
2218	MAVS	1	IKBKE
2219	IKBKE	-1	TANK
2220	IKBKE	1	TBK1
2221	TBK1	1	IKBKE
2222	TRAF3	1	TBK1
2223	MAVS	1	IRF3
2224	NOD1	1	RIPK2
2225	NOD2	1	RIPK2
2226	SAR1A	1	SEC23A
2227	SAR1A	1	SEC24A
2228	EIF2AK2	1	TP53
2229	CASP3	1	GAS2
2230	IL1R1	1	MYD88
2231	IRAK4	1	TRAF6
2232	TLR2	1	MYD88
2233	PRKCD	1	STAT1
2234	JAK1	1	TYK2
2235	STAT2	1	STAT1
2236	CREBBP	1	IRF9
2237	GRK6	-1	SLC9A3R1
2238	MAGI2	1	PTEN
2239	PTPN13	-1	TRIP6
2240	MAPK12	1	SNTA1
2241	GOPC	-1	CFTR
2242	ARVCF	1	ERBIN
2243	CTNND2	1	ERBIN
2244	DLGAP1	1	SHANK2
2245	PKN1	-1	ARHGEF2
2246	PKN1	1	MAP3K20
2247	TAF12	1	ATF7
2248	MAPK14	-1	EEF2K
2249	MAPK14	1	SIAH2
2250	MAPK14	1	ZNHIT1
2251	MAPK14	-1	BCL2L11
2252	MAPK14	1	FOXO3
2253	MAPK14	1	HBP1
2254	MAPK14	1	ESR1
2255	MAPK14	1	NR3C1
2256	MAPK14	1	TP53
2257	MAPK14	1	KRT8
2258	MAPK14	1	RB1
2259	MAPK14	-1	BCL2
2260	MAPK14	1	MAPT
2261	MAPK14	-1	F3
2262	MAPK14	1	TCF3
2263	MAPK14	1	JUNB
2264	MAPK14	1	SLC9A1
2265	MAPK14	1	GATA2
2266	MAPK14	-1	CDC25C
2267	PTPN7	-1	MAPK14
2268	MAPK14	-1	PTPN7
2269	MAPK14	-1	GSK3B
2270	MAPK14	1	CDKN1A
2271	MAPK14	1	EPS15
2272	MAPK14	-1	CASP3
2273	MAPK14	1	PLA2G4A
2274	MAPK14	1	CDKN1C
2275	MAPK14	1	DLX5
2276	MAPK14	1	H3C8
2277	MAPK14	-1	PIP4K2B
2278	MAPK14	1	ADAM17
2279	MAPK14	1	H3-3A
2280	MAPK14	1	MEF2A
2281	MAPK14	-1	EIF4EBP1
2282	MAPK14	1	RUNX2
2283	MAPK14	-1	CASP8
2284	MAPK14	1	MEF2D
2285	MAPK14	1	NFATC4
2286	MAPK14	1	EEA1
2287	MAPK14	1	TWIST1
2288	MAPK14	1	ELAVL1
2289	MAPK14	1	EZH2
2290	MAPK14	1	SP7
2291	MAPK14	-1	KHSRP
2292	MAPK14	-1	CDX2
2293	MAPK14	1	RBSN
2294	MAPK14	1	PAK6
2295	MAPK14	1	PPARGC1A
2296	MAPK14	1	BAZ1B
2297	MAPK14	1	NCOA3
2298	IL17A	1	IL17RA_IL17RC
2299	CAMK4	1	HNRNPL
2300	CAMK4	-1	HDAC4
2301	CAMK4	1	CREBBP
2302	CAMK4	-1	PHB2
2303	CAMK4	-1	HDAC5
2304	POU2AF1	1	POU2F2
2305	MAP3K11	1	PIN1
2306	POU2AF1	1	POU2F1
2307	NTRK2	1	FRS3
2308	NTRK2	-1	KCNA3
2309	SRSF7	1	NXF1
2310	MAPKAPK3	-1	RCSD1
2311	PDK4	-1	PDHA1
2312	MAPK6	1	NCOA3
2313	CDKN3	-1	CDK2
2314	DUSP5	-1	MAPK14
2315	PHKG1	-1	MAPT
2316	PTPN21	1	SRC
2317	DUSP7	-1	GHR
2318	SMURF1	-1	SMAD6
2319	DUSP7	-1	MAPK1
2320	DUSP7	-1	MAPK14
2321	KIF7	1	GLI2
2322	KIF7	1	GLI3
2323	AAK1	1	NUMB
2324	AAK1	1	AP2M1
2325	AAK1	1	AP1M1
2326	RSPO1	-1	ZNRF3
2327	PLEKHG6	1	RHOA
2328	TIGIT	1	ARRB2
2329	LARP7	-1	HEXIM1
2330	CDON	1	ABL1
2331	AMOT	-1	YAP1
2332	ARHGAP15	-1	RAC1
2333	PITRM1	-1	APP
2334	FGD3	1	CDC42
2335	AMER1	1	AXIN1
2336	AMER1	1	APC
2337	AMER1	1	CTNNB1
2338	SPDYA	1	CDK2
2339	LRRK2	-1	SNAPIN
2340	LRRK2	-1	PRDX3
2341	LRRK2	1	AKT1
2342	LRRK2	-1	SNCA
2343	LRRK2	1	RAB8A
2344	LRRK2	-1	RAB10
2345	ARHGEF7	1	LRRK2
2346	LRRK2	1	ARHGEF7
2347	LRRK2	-1	SH3GL1
2348	LRRK2	-1	SH3GL2
2349	PPM1L	-1	MAP3K5
2350	THEM4	-1	AKT1
2351	ARTN	1	GFRA3
2352	ARHGAP21	-1	RHOA
2353	WLS	1	WNT3A
2354	MAP3K21	1	MAP2K1
2355	TTBK1	-1	MAPT
2356	FHL5	1	CREM
2357	OBSCN	1	ANK2
2358	CDC42BPA	1	MYL2
2359	CDC42BPA	1	MYL9
2360	CDC42BPA	-1	PPP1R12C
2361	PDE4DIP	1	MYBPC3
2362	ZNF318	-1	AR
2363	DAB2IP	-1	HRAS
2364	DAB2IP	1	MAP3K5
2365	PDPK2P	1	SGK1
2366	XAF1	-1	BIRC3
2367	XAF1	-1	BIRC2
2368	TTBK2	-1	KIF2A
2369	GDF6	1	BMPR1A
2370	TET2	1	OGT
2371	TET2	1	WT1
2372	MAST2	1	PTEN
2373	PNCK	1	EIF4G3
2374	BORA	1	AURKA
2375	FBXO38	1	KLF7
2376	TRAF7	1	MAP3K3
2377	TSSK4	1	CREB1
2378	NPNT	1	ITGA8_ITGB1
2379	DLK2	-1	NOTCH1
2380	BCOR	1	HDAC3
2381	BCOR	1	BCL6
2382	BCOR	1	HDAC1
2383	BCOR	1	RNF2
2384	BCOR	1	HDAC5
2385	POGZ	-1	CBX5
2386	DNMBP	1	CDC42
2387	GIGYF2	1	GRB10
2388	IL34	1	CSF1R
2389	RNF111	-1	SKI
2390	RNF111	1	SKIL
2391	RNF111	1	AP2M1
2392	NBEAL2	1	DOCK7
2393	PIK3AP1	1	PIK3R1
2394	PIK3AP1	1	PIK3CA
2395	PIK3AP1	1	PIK3CB
2396	PIK3AP1	1	PIK3CG
2397	PHLPP2	-1	PRKCB
2398	PHLPP2	-1	PRKCA
2399	PHLPP2	-1	RPS6KB1
2400	PHLPP2	-1	AKT1
2401	PHLPP2	-1	AKT2
2402	PHLPP2	1	STK4
2403	PHLPP2	-1	AKT3
2404	PAXIP1	1	PAX2
2405	STXBP4	1	STX4
2406	PREX2	1	RAC1
2407	SSH2	1	CFL1
2408	ADAMTS13	1	VWF
2409	SND1	1	STAT6
2410	MARK2	1	UTRN
2411	MARK2	1	RAB11FIP2
2412	MARK2	-1	ARHGEF2
2413	MARK2	-1	KIF13B
2414	TAOK1	1	STK4
2415	TAOK1	1	STK3
2416	MOB1B	1	LATS1
2417	STK11	1	STRADA
2418	STRADA	1	STK11
2419	PEX26	1	PEX6
2420	MAVS	1	CASP8
2421	CLASP1	1	MAPRE1
2422	EMSY	1	CBX1
2423	EMSY	1	ZMYND11
2424	TSPAN33	1	ADAM10
2425	IRF2BP2	1	IRF2
2426	NET1	1	RHOA
2427	SH3RF1	1	MAP3K11
2428	HUWE1	-1	MCL1
2429	CNTRL	-1	CEP290
2430	LDB1	1	LHX2
2431	TLK2	1	ASF1A
2432	CDH24	1	CTNNB1
2433	KTN1	1	KIF5B
2434	NOXA1	1	NOX1
2435	NLRX1	-1	MAVS
2436	NLRX1	-1	TRAF6
2437	ADIPOR2	1	APPL1
2438	PIM3	-1	BAD
2439	TAX1BP1	1	TNFAIP3
2440	ARHGEF25	1	CDC42
2441	ARHGEF25	1	RHOA
2442	ARHGEF25	1	RAC1
2443	JAZF1	-1	NR2C2
2444	STING1	1	TBK1
2445	TBK1	1	STING1
2446	CARM1	1	SMARCC1
2447	FBXO11	-1	TP53
2448	FBXO11	-1	BCL6
2449	DTX1	1	EP300
2450	VRK2	-1	BANF1
2451	VRK2	1	NFATC2
2452	ERO1B	1	ERP44
2453	PALB2	1	RAD51
2454	PALB2	1	POLH
2455	HOMER1	1	SHANK1
2456	MIB1	1	DLL1
2457	HIPK1	1	PAGE4
2458	HIPK1	1	DAXX
2459	IRF2BP1	1	IRF2
2460	SIAH1	-1	NUMB
2461	SIAH1	-1	SNCAIP
2462	VRK3	-1	BANF1
2463	TIAM2	1	RAC1
2464	MAP4K3	1	PRKCQ
2465	MAPKAPK5	1	KALRN
2466	MAPKAPK5	1	TH
2467	MAPKAPK5	1	DNAJB1
2468	ULK2	1	DENND3
2469	MAPKAPK5	1	MAPK4
2470	MAPKAPK5	1	PLA2G4A
2471	ARHGEF19	1	RHOA
2472	BRSK2	1	PRKAA1
2473	TRIM59	-1	ECSIT
2474	TP53INP2	1	GABARAPL2
2475	TP53INP2	1	MAP1LC3A
2476	SIRT2	-1	KAT2B
2477	FAM20C	-1	FGF23
2478	RPAP2	1	POLR2A
2479	SLX4	1	ERCC4
2480	FANCM	1	FANCF
2481	SEPTIN12	-1	SEPTIN6
2482	HACE1	-1	RAC1
2483	KMT2E	1	NCR2
2484	CDK20	1	CDK2
2485	CDK20	1	CILK1
2486	ABI1	1	CBL
2487	WDFY3	-1	GABARAP
2488	WDFY3	1	ATG5
2489	MYOCD	1	SRF
2490	NLGN4X	1	DLG4
2491	NLGN4X	1	NRXN1
2492	SPART	1	ITCH
2493	ITCH	1	SPART
2494	SPART	1	WWP1
2495	ARHGEF28	1	RHOA
2496	IRAK1	1	PELI3
2497	PELI3	1	IRAK1
2498	NLGN1	1	NRXN2
2499	NLGN1	1	NRXN1
2500	NLGN1	1	NRXN3
2501	PIAS4	1	RPA2
2502	PPM1K	1	BCKDHA
2503	STAG2	1	RAD21
2504	MINK1	1	PRICKLE1
2505	CAMKK1	1	AKT1
2506	CAMKK1	1	PRKAA1
2507	CAMKK1	1	CAMK1
2508	CAMKK1	1	CAMK4
2509	CAMKK1	1	CAMK1D
2510	RNF10	1	MEOX2
2511	NGEF	1	RHOA
2512	EID2	-1	SMAD3
2513	CDKN2A	1	ATR
2514	CSNK1A1L	1	GLI2
2515	TERB1	1	TERF1
2516	TSC22D3	-1	NFKB2
2517	HJURP	1	CENPA
2518	CCNY	1	CDK14
2519	LFNG	1	NOTCH1
2520	LFNG	1	NOTCH2
2521	NOXO1	1	NOXA1
2522	NRXN2	1	NLGN2
2523	NLGN2	1	NRXN2
2524	NLGN2	1	DLG4
2525	NLGN2	1	NRXN1
2526	NRXN1	1	NLGN2
2527	NLGN2	1	NRXN3
2528	NRXN3	1	NLGN2
2529	PJA1	-1	SPTBN1
2530	PJA1	-1	EZH2
2531	KNL1	1	BUB1
2532	KNL1	1	BUB1B
2533	KDM2B	1	RNF2
2534	WDR48	1	USP1
2535	CEP76	-1	PLK1
2536	UHMK1	-1	MBP
2537	UHMK1	-1	STMN1
2538	UHMK1	1	CDKN1B
2539	UHMK1	1	SF1
2540	UHMK1	1	PIMREG
2541	NPLOC4	1	UFD1
2542	MTOR	-1	DEPTOR
2543	DEPTOR	-1	MTOR
2544	LNX1	-1	NUMB
2545	PREX1	1	RAC1
2546	MRAP	1	MC2R
2547	MAPK15	1	JUN
2548	NEK9	1	NEDD1
2549	NEK9	1	NEK7
2550	NEK9	1	NEK6
2551	BRSK1	1	TUBG1
2552	BRSK1	-1	CDC25B
2553	BRSK1	-1	CDC25C
2554	NEK7	1	KIF14
2555	RAPGEF4	1	RAP1A
2556	SSH3	1	CFL1
2557	UBASH3B	-1	CBL
2558	FRS2	1	GRB2
2559	STYX	-1	FBXW7
2560	FBLIM1	1	FLNB
2561	FBLIM1	1	FLNA
2562	NUDCD2	1	PAFAH1B1
2563	ZFPM2	-1	GATA4
2564	APH1B	1	PSEN1
2565	APH1B	1	PSEN2
2566	APH1B	1	NCSTN
2567	APH1B	1	PSENEN
2568	ATXN2L	-1	MPL
2569	PHIP	1	IRS1
2570	LIPH	1	LPAR2
2571	STON2	1	SYT1
2572	JDP2	-1	JUN
2573	JDP2	-1	ATF2
2574	SSH1	1	CFL1
2575	SSH1	1	CORO1B
2576	TCAP	1	TTN
2577	TTN	1	TCAP
2578	TTN	1	OBSCN
2579	ARAP2	-1	RHOA
2580	ARAP2	-1	RAC1
2581	RAPGEF4	1	RAP1B
2582	SHC3	1	GRB2
2583	NCSTN	1	PSEN2
2584	RAPGEF5	1	RAP1A
2585	PIK3R3	1	TP53
2586	PIK3R3	1	PIK3CA
2587	TSC1	-1	RHEB
2588	MAML1	1	NOTCH1
2589	MAML1	1	CDK8
2590	MAML1	1	NOTCH2
2591	EP300	1	MAML1
2592	MAML1	1	EP300
2593	MAML1	1	NOTCH4
2594	MAML1	1	NOTCH3
2595	LARP4B	1	PABPC1
2596	DYRK2	1	SIAH2
2597	DYRK2	-1	KATNA1
2598	CREBBP	1	KLF1
2599	DYRK2	-1	JUN
2600	DYRK2	1	DPYSL3
2601	LPAR1	1	GNAI3
2602	LPAR1	1	GNAQ
2603	LPAR1	1	GNA12
2604	LPAR1	1	GNA13
2605	NECTIN2	1	CD226
2606	PRCC	1	MAD2L2
2607	HDAC2	1	CCND1
2608	HDAC2	-1	CIITA
2609	CREBBP	1	TP53
2610	CREBBP	1	MYOD1
2611	CREBBP	1	IFNAR2
2612	CREBBP	1	STAT2
2613	KAT6A	1	RUNX1
2614	NRCAM	1	ANK2
2615	KAT2B	1	MYOD1
2616	KAT2B	1	NOTCH1
2617	KAT2B	1	SMAD3
2618	KAT2B	1	SMAD2
2619	JARID2	-1	GATA4
2620	JARID2	-1	NKX2-5
2621	INPP5D	-1	TRAF6
2622	TANK	-1	TRAF2
2623	SEMA4D	1	PLXNB1
